#Chrom	Start	End	TranscriptID	2-cell	Morula	ICM	TE	Score
chr12	99561688	99565688	TU20198	0	0	0	0	0
chr1	72620395	72624395	TU2020	0	0	1	-1	1
chr12	99561688	99565688	TU20200	0	0	0	0	0
chr12	98195850	98199850	TU20202	1	0	0	0	1
chr12	99407391	99411391	TU20203	0	0	0	0	0
chr12	100177479	100181479	TU20204	0	0	0	0	0
chr12	100178898	100182898	TU20205	0	0	0	0	0
chr12	100237701	100241701	TU20206	0	0	0	0	0
chr12	100178898	100182898	TU20207	0	0	0	0	0
chr12	100538883	100542883	TU20211	0	0	0	0	0
chr1	72620395	72624395	TU2022	0	0	0	0	0
chr12	100149603	100153603	TU20224	0	0	1	0	1
chr12	99181599	99185599	TU20226	0	0	0	0	0
chr12	88023011	88027011	TU20229	-1	0	0	0	1
chr12	99365579	99369579	TU20234	0	0	0	0	0
chr1	72620395	72624395	TU2024	0	0	0	0	0
chr12	91186655	91190655	TU20244	0	0	0	0	0
chr12	101095313	101099313	TU20245	0	0	0	0	0
chr12	95592046	95596046	TU20246	0	0	0	0	0
chr12	101035050	101039050	TU20249	0	0	0	0	0
chr12	101032003	101036003	TU20250	0	0	0	0	0
chr12	101111151	101115151	TU20251	0	0	0	0	0
chr12	101631948	101635948	TU20253	0	0	1	0	1
chr12	101004464	101008464	TU20255	0	0	0	0	0
chr12	101005501	101009501	TU20257	0	0	0	0	0
chr12	101011037	101015037	TU20258	0	0	0	0	0
chr1	72620395	72624395	TU2026	0	0	0	0	0
chr12	88128562	88132562	TU20263	0	0	0	0	0
chr12	88062035	88066035	TU20265	0	0	0	0	0
chr12	101911319	101915319	TU20266	0	0	0	0	0
chr12	101723720	101727720	TU20269	0	0	0	0	0
chr1	72620395	72624395	TU2027	0	0	0	0	0
chr12	101734436	101738436	TU20271	0	0	0	0	0
chr12	101788585	101792585	TU20277	0	0	0	0	0
chr12	101788585	101792585	TU20278	1	0	0	0	1
chr12	88079743	88083743	TU20279	0	1	0	0	1
chr12	87630307	87634307	TU20281	0	1	0	0	1
chr12	87630307	87634307	TU20283	0	0	0	0	0
chr12	100185800	100189800	TU20285	0	0	0	0	0
chr12	100186421	100190421	TU20286	0	0	0	0	0
chr12	100189659	100193659	TU20287	0	0	-1	0	1
chr12	55195855	55199855	TU20288	0	0	0	0	0
chr1	64527746	64531746	TU2029	0	0	0	0	0
chr12	87634904	87638904	TU20291	0	0	0	0	0
chr12	88122318	88126318	TU20293	0	0	1	0	1
chr12	88120027	88124027	TU20294	0	0	0	0	0
chr12	102515603	102519603	TU20297	0	0	0	0	0
chr1	5250724	5254724	TU203	0	0	0	0	0
chr1	64530703	64534703	TU2030	0	0	0	0	0
chr12	98671301	98675301	TU20301	0	0	0	0	0
chr12	102516842	102520842	TU20305	1	0	0	0	1
chr12	102725335	102729335	TU20307	0	0	0	0	0
chr12	100150434	100154434	TU20308	0	0	1	0	1
chr12	100351610	100355610	TU20309	1	0	0	0	1
chr1	64522725	64526725	TU2031	0	0	0	0	0
chr1	60649091	60653091	TU2032	0	0	0	0	0
chr12	100377161	100381161	TU20321	0	0	1	0	1
chr12	100441301	100445301	TU20324	0	0	0	0	0
chr1	64530703	64534703	TU2033	0	0	0	0	0
chr12	101081789	101085789	TU20351	0	-1	-1	0	2
chr12	103372779	103376779	TU20357	0	0	0	0	0
chr12	103372779	103376779	TU20358	0	0	0	0	0
chr12	103502727	103506727	TU20360	0	0	0	0	0
chr12	102445136	102449136	TU20364	0	0	0	0	0
chr12	102445278	102449278	TU20365	0	0	0	0	0
chr12	102445278	102449278	TU20366	0	0	0	0	0
chr12	102456771	102460771	TU20367	0	0	1	0	1
chr12	102445278	102449278	TU20368	0	0	0	0	0
chr12	102444841	102448841	TU20369	0	0	0	0	0
chr12	88185319	88189319	TU20370	0	0	0	0	0
chr12	102444841	102448841	TU20371	0	0	0	0	0
chr12	88195123	88199123	TU20372	0	1	0	0	1
chr12	102445136	102449136	TU20373	0	0	0	0	0
chr12	102449691	102453691	TU20375	0	0	0	0	0
chr12	102444841	102448841	TU20376	0	0	0	0	0
chr12	102449691	102453691	TU20377	0	0	0	0	0
chr12	103380666	103384666	TU20378	0	0	0	0	0
chr12	102445136	102449136	TU20379	0	0	0	0	0
chr12	102457797	102461797	TU20380	0	0	1	1	1
chr12	88254016	88258016	TU20381	0	0	0	0	0
chr12	103478616	103482616	TU20382	0	0	0	0	0
chr12	88278013	88282013	TU20391	1	0	0	0	1
chr1	16092550	16096550	TU204	0	0	0	0	0
chr12	103754434	103758434	TU20404	0	0	0	0	0
chr12	91576863	91580863	TU20421	1	0	0	0	1
chr12	100460766	100464766	TU20425	0	0	0	0	0
chr12	100460766	100464766	TU20427	-1	0	0	0	1
chr12	103764677	103768677	TU20429	0	0	0	0	0
chr12	100480826	100484826	TU20430	-1	0	0	0	1
chr12	100456833	100460833	TU20432	0	0	0	0	0
chr12	100460766	100464766	TU20433	0	0	0	0	0
chr12	100476063	100480063	TU20434	0	0	0	0	0
chr12	100480826	100484826	TU20435	0	0	0	0	0
chr12	100467048	100471048	TU20436	0	0	0	0	0
chr12	104893334	104897334	TU20437	0	0	0	0	0
chr12	88300954	88304954	TU20451	-1	0	0	0	1
chr12	88300553	88304553	TU20453	0	0	0	0	0
chr12	100516495	100520495	TU20464	1	1	0	0	2
chr12	100515855	100519855	TU20467	0	0	0	0	0
chr12	104564479	104568479	TU20468	0	0	0	0	0
chr12	103751816	103755816	TU20485	0	0	0	0	0
chr1	75519747	75523747	TU2049	0	0	0	0	0
chr12	105165757	105169757	TU20497	0	0	0	0	0
chr12	105167780	105171780	TU20499	0	0	0	0	0
chr12	105284279	105288279	TU20508	0	0	-1	0	1
chr12	91252809	91256809	TU20534	0	0	0	0	0
chr12	105248105	105252105	TU20535	0	0	0	-1	1
chr12	105220866	105224866	TU20536	0	0	0	0	0
chr12	105220866	105224866	TU20537	0	0	0	0	0
chr1	75026453	75030453	TU2054	0	0	-1	-1	1
chr12	105241125	105245125	TU20545	1	0	0	0	1
chr12	106006316	106010316	TU20548	0	0	0	0	0
chr12	106006537	106010537	TU20549	-1	0	0	0	1
chr12	102671751	102675751	TU20556	1	0	-1	-1	0
chr12	105478064	105482064	TU20559	0	-1	0	-1	2
chr1	73872250	73876250	TU2056	0	-1	1	1	0
chr12	105478064	105482064	TU20561	0	0	0	0	0
chr12	104471397	104475397	TU20563	0	0	0	0	0
chr12	104508124	104512124	TU20564	0	0	0	0	0
chr12	104505851	104509851	TU20565	0	0	0	0	0
chr12	85847534	85851534	TU20566	1	0	0	-1	1
chr12	106575823	106579823	TU20568	0	0	0	0	0
chr12	101833667	101837667	TU20569	1	0	0	0	1
chr1	73867963	73871963	TU2057	0	0	0	1	1
chr12	107819272	107823272	TU20577	0	-1	0	0	1
chr12	104516991	104520991	TU20578	0	0	0	0	0
chr1	73872250	73876250	TU2058	0	0	0	0	0
chr12	108077346	108081346	TU20580	1	0	1	0	2
chr12	108296971	108300971	TU20591	0	0	0	0	0
chr12	107077826	107081826	TU20596	0	0	0	0	0
chr12	107085917	107089917	TU20597	1	0	0	0	1
chr12	105862271	105866271	TU20598	0	0	-1	-1	1
chr12	105862271	105866271	TU20599	0	0	0	0	0
chr1	73872250	73876250	TU2060	0	0	0	0	0
chr12	105862271	105866271	TU20600	0	0	-1	-1	1
chr12	108082422	108086422	TU20602	0	1	0	0	1
chr12	102838613	102842613	TU20603	0	0	0	0	0
chr12	104992044	104996044	TU20607	0	0	0	0	0
chr12	105581012	105585012	TU20613	0	0	0	0	0
chr12	105575964	105579964	TU20614	0	0	0	0	0
chr12	108762781	108766781	TU20615	1	0	0	0	1
chr12	108762781	108766781	TU20616	1	0	0	0	1
chr12	109009309	109013309	TU20618	0	0	0	0	0
chr12	108780118	108784118	TU20622	0	0	0	0	0
chr12	109389279	109393279	TU20629	0	0	0	0	0
chr1	73867963	73871963	TU2063	0	0	0	0	0
chr12	108711574	108715574	TU20631	0	0	0	0	0
chr12	108769039	108773039	TU20634	-1	0	0	0	1
chr12	108769039	108773039	TU20635	0	0	0	0	0
chr12	109397074	109401074	TU20638	0	0	0	0	0
chr1	73867963	73871963	TU2064	0	0	0	0	0
chr12	109389289	109393289	TU20640	0	0	0	0	0
chr12	105018041	105022041	TU20644	1	0	0	0	1
chr12	102502742	102506742	TU20645	0	0	0	0	0
chr12	102503202	102507202	TU20646	0	0	0	0	0
chr12	108732385	108736385	TU20650	0	0	0	0	0
chr12	108722878	108726878	TU20653	0	0	1	0	1
chr1	73867963	73871963	TU2066	0	0	0	0	0
chr12	87855999	87859999	TU20660	0	0	0	0	0
chr12	87860416	87864416	TU20661	0	0	0	1	1
chr12	87790579	87794579	TU20662	0	0	0	0	0
chr12	87793233	87797233	TU20663	-1	1	1	0	1
chr12	87777347	87781347	TU20664	0	0	0	0	0
chr12	109843590	109847590	TU20665	0	0	0	0	0
chr12	108958801	108962801	TU20667	0	0	0	0	0
chr12	109491691	109495691	TU20668	-1	0	0	1	1
chr12	109521526	109525526	TU20669	0	0	0	0	0
chr1	73872250	73876250	TU2067	0	0	0	0	0
chr12	109512930	109516930	TU20670	0	0	0	0	0
chr12	106096992	106100992	TU20684	0	0	0	0	0
chr12	101082595	101086595	TU20685	0	0	1	0	1
chr1	73772360	73776360	TU2069	0	0	0	0	0
chr12	110717079	110721079	TU20695	0	1	0	0	1
chr12	109954709	109958709	TU20700	0	0	0	0	0
chr12	109954528	109958528	TU20702	0	0	0	0	0
chr12	109648711	109652711	TU20704	0	0	1	0	1
chr12	109644325	109648325	TU20705	0	0	0	0	0
chr12	109644325	109648325	TU20706	0	0	0	0	0
chr1	73867963	73871963	TU2071	0	0	0	0	0
chr12	109644325	109648325	TU20710	0	0	0	0	0
chr1	73859052	73863052	TU2072	0	0	0	0	0
chr12	88287529	88291529	TU20724	0	0	0	0	0
chr12	102510619	102514619	TU20726	0	0	0	0	0
chr12	102510619	102514619	TU20727	0	0	0	0	0
chr12	111010938	111014938	TU20728	0	-1	0	-1	2
chr12	110369824	110373824	TU20729	0	0	1	1	1
chr12	111018889	111022889	TU20730	0	0	0	0	0
chr12	88064956	88068956	TU20731	0	0	0	1	1
chr12	109995505	109999505	TU20732	0	0	0	0	0
chr12	109893134	109897134	TU20733	1	0	0	0	1
chr12	88102058	88106058	TU20737	1	0	-1	-1	0
chr12	110396141	110400141	TU20739	0	0	0	0	0
chr1	73867963	73871963	TU2074	0	0	0	0	0
chr12	109913792	109917792	TU20740	0	0	0	0	0
chr12	111139672	111143672	TU20741	0	-1	0	0	1
chr12	111113986	111117986	TU20742	0	0	0	0	0
chr12	111113986	111117986	TU20743	0	0	0	0	0
chr12	109944980	109948980	TU20746	0	0	-1	0	1
chr12	88140320	88144320	TU20747	0	0	0	0	0
chr12	88138099	88142099	TU20748	-1	0	0	0	1
chr12	111210870	111214870	TU20752	0	0	0	0	0
chr1	73872250	73876250	TU2076	0	0	0	0	0
chr12	110414045	110418045	TU20767	0	0	0	-1	1
chr12	108167203	108171203	TU20769	0	0	0	0	0
chr12	111277465	111281465	TU20770	0	0	0	0	0
chr12	111284880	111288880	TU20771	0	0	0	0	0
chr12	111026100	111030100	TU20773	0	0	0	0	0
chr12	111027229	111031229	TU20775	0	0	0	0	0
chr12	111035670	111039670	TU20776	0	0	0	0	0
chr12	111026100	111030100	TU20777	0	0	0	0	0
chr12	87825963	87829963	TU20778	0	1	0	0	1
chr12	111026100	111030100	TU20779	0	0	0	0	0
chr1	73867963	73871963	TU2078	0	0	0	0	0
chr12	111034594	111038594	TU20781	0	0	0	0	0
chr12	111026100	111030100	TU20782	0	0	0	0	0
chr12	111026100	111030100	TU20784	0	0	0	0	0
chr12	111026100	111030100	TU20785	0	0	0	0	0
chr12	111026100	111030100	TU20786	0	0	0	0	0
chr12	110642777	110646777	TU20790	0	0	1	1	1
chr12	110609496	110613496	TU20791	0	0	0	0	0
chr12	111506677	111510677	TU20794	0	0	-1	0	1
chr12	105020585	105024585	TU20795	0	0	0	0	0
chr12	105030487	105034487	TU20796	0	0	0	1	1
chr12	105030487	105034487	TU20797	0	0	0	1	1
chr12	105030487	105034487	TU20798	0	0	0	0	0
chr1	11622896	11626896	TU208	0	1	0	0	1
chr1	73867963	73871963	TU2080	0	0	0	0	0
chr12	111563302	111567302	TU20800	1	0	0	0	1
chr12	111558656	111562656	TU20802	1	-1	-1	0	1
chr12	87828191	87832191	TU20804	0	1	0	0	1
chr12	87828191	87832191	TU20805	0	0	0	0	0
chr12	111551123	111555123	TU20807	1	0	0	0	1
chr12	111553932	111557932	TU20808	0	0	0	0	0
chr1	73872250	73876250	TU2081	0	0	0	0	0
chr12	111559563	111563563	TU20810	1	0	0	-1	1
chr12	87863739	87867739	TU20812	0	0	0	0	0
chr12	111506563	111510563	TU20815	0	1	-1	-1	0
chr12	111522749	111526749	TU20816	0	0	0	0	0
chr1	73867963	73871963	TU2082	0	0	0	0	0
chr12	109539007	109543007	TU20824	0	0	0	0	0
chr12	109539007	109543007	TU20825	0	0	0	0	0
chr12	111702461	111706461	TU20826	0	-1	0	1	1
chr12	110417999	110421999	TU20827	0	0	0	0	0
chr12	111701114	111705114	TU20828	0	0	0	0	0
chr12	109543425	109547425	TU20829	0	0	0	0	0
chr1	73872250	73876250	TU2083	0	0	0	0	0
chr12	110398982	110402982	TU20830	0	0	0	0	0
chr12	110391623	110395623	TU20831	0	0	0	0	0
chr12	109539007	109543007	TU20832	0	0	0	0	0
chr12	110379535	110383535	TU20833	0	0	0	0	0
chr12	110415979	110419979	TU20834	0	0	0	0	0
chr12	109544710	109548710	TU20835	0	0	0	0	0
chr12	110398202	110402202	TU20836	0	0	0	0	0
chr12	109544710	109548710	TU20837	0	0	0	0	0
chr12	110382302	110386302	TU20838	0	0	-1	-1	1
chr12	110398202	110402202	TU20839	-1	0	1	0	1
chr1	73872250	73876250	TU2084	0	0	0	0	0
chr12	110348300	110352300	TU20840	-1	0	0	0	1
chr12	110380692	110384692	TU20841	0	0	0	0	0
chr12	110348300	110352300	TU20842	0	0	0	0	0
chr12	110276215	110280215	TU20843	0	0	0	0	0
chr12	110285040	110289040	TU20844	0	0	0	0	0
chr12	88250871	88254871	TU20845	-1	0	1	1	0
chr12	111995264	111999264	TU20846	0	0	0	0	0
chr12	111564538	111568538	TU20847	0	0	0	0	0
chr12	112018144	112022144	TU20848	0	0	0	0	0
chr12	110348300	110352300	TU20849	0	0	0	0	0
chr1	76214655	76218655	TU2085	0	0	0	0	0
chr12	112350934	112354934	TU20858	0	0	0	0	0
chr1	73872250	73876250	TU2086	0	0	0	0	0
chr12	102802878	102806878	TU20860	0	0	-1	-1	1
chr12	102888964	102892964	TU20861	0	0	0	0	0
chr12	112392210	112396210	TU20862	-1	0	0	0	1
chr12	112432495	112436495	TU20864	0	0	0	0	0
chr12	88322028	88326028	TU20867	-1	0	1	1	0
chr1	73867963	73871963	TU2087	0	0	0	0	0
chr12	112439783	112443783	TU20877	-1	0	0	0	1
chr12	112514739	112518739	TU20878	0	0	0	0	0
chr1	73867963	73871963	TU2088	0	0	0	0	0
chr12	112642734	112646734	TU20884	0	0	0	0	0
chr12	112642734	112646734	TU20885	0	0	0	0	0
chr12	112744926	112748926	TU20887	0	0	0	0	0
chr12	112475566	112479566	TU20888	0	0	0	-1	1
chr1	73872250	73876250	TU2089	0	0	0	0	0
chr12	112475566	112479566	TU20890	0	0	0	0	0
chr12	112475566	112479566	TU20891	0	0	0	0	0
chr12	110285040	110289040	TU20894	0	0	0	0	0
chr12	112899340	112903340	TU20895	0	1	0	0	1
chr1	11622896	11626896	TU209	0	1	0	0	1
chr1	75684949	75688949	TU2090	0	0	0	0	0
chr12	112999440	113003440	TU20902	0	0	0	0	0
chr1	73867963	73871963	TU2091	0	0	0	0	0
chr12	110816635	110820635	TU20917	0	0	0	-1	1
chr12	113202448	113206448	TU20918	0	0	0	0	0
chr12	113213120	113217120	TU20919	0	0	-1	-1	1
chr1	73867963	73871963	TU2092	0	0	0	0	0
chr12	111942247	111946247	TU20923	0	0	1	1	1
chr1	73872250	73876250	TU2093	0	0	0	0	0
chr12	87633058	87637058	TU20930	0	0	1	1	1
chr12	113663986	113667986	TU20933	0	0	0	0	0
chr1	73872250	73876250	TU2094	0	0	0	0	0
chr12	114095445	114099445	TU20948	0	0	0	0	0
chr12	100466578	100470578	TU20949	0	0	0	0	0
chr1	73867963	73871963	TU2095	0	0	0	0	0
chr12	113704877	113708877	TU20951	0	-1	0	0	1
chr12	114154504	114158504	TU20952	0	0	0	0	0
chr12	113709797	113713797	TU20953	-1	0	0	0	1
chr12	113704877	113708877	TU20954	0	0	0	0	0
chr12	114110557	114114557	TU20955	0	0	0	0	0
chr1	73872250	73876250	TU2096	0	0	0	0	0
chr12	114076684	114080684	TU20969	0	0	0	0	0
chr12	115398123	115402123	TU20973	0	0	0	0	0
chr12	115422073	115426073	TU20974	0	0	0	0	0
chr12	116043753	116047753	TU20975	0	0	0	-1	1
chr1	73818514	73822514	TU2098	-1	0	0	0	1
chr1	73867963	73871963	TU2099	0	0	0	0	0
chr12	116069923	116073923	TU20995	0	1	0	0	1
chr12	115347484	115351484	TU20996	0	0	0	0	0
chr12	115347484	115351484	TU20999	0	0	0	0	0
chr1	7008610	7012610	TU21	0	0	0	0	0
chr1	73867963	73871963	TU2100	0	0	0	0	0
chr12	115347484	115351484	TU21000	0	0	0	0	0
chr12	112640571	112644571	TU21008	-1	1	0	-1	1
chr12	113313814	113317814	TU21009	0	0	0	0	0
chr1	73872250	73876250	TU2101	0	0	0	0	0
chr12	114852432	114856432	TU21017	0	0	0	0	0
chr12	114942217	114946217	TU21018	0	0	0	0	0
chr12	115576389	115580389	TU21022	-1	0	0	0	1
chr12	115583287	115587287	TU21023	-1	0	0	0	1
chr12	114975974	114979974	TU21024	0	0	0	0	0
chr12	112614139	112618139	TU21025	0	0	0	0	0
chr12	112596778	112600778	TU21026	0	0	0	0	0
chr12	116389875	116393875	TU21029	0	0	0	0	0
chr1	73867963	73871963	TU2103	0	0	0	0	0
chr12	116397198	116401198	TU21030	0	0	0	0	0
chr12	116397198	116401198	TU21032	0	0	0	0	0
chr12	115980302	115984302	TU21043	0	0	0	0	0
chr12	116398635	116402635	TU21044	0	0	0	0	0
chr12	115720815	115724815	TU21048	0	0	0	0	0
chr1	77627808	77631808	TU2105	0	0	0	0	0
chr12	115431421	115435421	TU21050	0	0	0	0	0
chr12	114989613	114993613	TU21055	0	1	1	0	2
chr12	117321022	117325022	TU21058	0	0	0	0	0
chr12	117399726	117403726	TU21059	0	0	0	0	0
chr12	117464189	117468189	TU21060	0	0	0	0	0
chr12	116403248	116407248	TU21061	0	0	1	0	1
chr12	117499087	117503087	TU21062	0	0	0	0	0
chr12	117433023	117437023	TU21065	-1	0	0	0	1
chr12	110481605	110485605	TU21066	0	0	0	0	0
chr12	115546243	115550243	TU21067	0	0	0	0	0
chr12	117433023	117437023	TU21068	0	0	0	0	0
chr12	110668585	110672585	TU21076	0	0	1	0	1
chr1	76776012	76780012	TU2108	0	0	0	0	0
chr12	110527660	110531660	TU21080	0	0	1	0	1
chr12	115556210	115560210	TU21082	0	0	0	0	0
chr12	118328479	118332479	TU21087	0	0	0	0	0
chr12	110544995	110548995	TU21088	0	0	0	0	0
chr12	110530935	110534935	TU21089	0	0	0	0	0
chr12	118819876	118823876	TU21094	0	0	0	0	0
chr12	115347963	115351963	TU21095	-1	0	0	0	1
chr1	13358585	13362585	TU211	0	0	0	0	0
chr1	76773222	76777222	TU2110	1	1	1	0	3
chr12	115347963	115351963	TU21100	-1	0	0	0	1
chr12	115347963	115351963	TU21102	-1	0	0	0	1
chr12	115347963	115351963	TU21106	-1	0	0	0	1
chr12	115347963	115351963	TU21110	-1	0	0	0	1
chr13	3196008	3200008	TU21115	0	1	0	0	1
chr13	3213538	3217538	TU21117	0	0	0	0	0
chr12	119855673	119859673	TU21118	1	0	0	0	1
chr13	3307805	3311805	TU21119	0	0	0	0	0
chr1	78615111	78619111	TU2112	0	0	0	0	0
chr13	3628530	3632530	TU21122	0	0	1	-1	1
chr13	3523534	3527534	TU21123	0	0	0	0	0
chr13	3359345	3363345	TU21127	0	0	0	0	0
chr12	105687360	105691360	TU21138	1	0	1	1	2
chr13	3952545	3956545	TU21154	0	0	0	0	0
chr13	4030825	4034825	TU21157	0	0	0	0	0
chr13	3022415	3026415	TU21160	0	0	0	0	0
chr13	4006693	4010693	TU21161	0	0	0	1	1
chr13	3025452	3029452	TU21162	-1	0	0	0	1
chr12	117800419	117804419	TU21163	0	0	0	0	0
chr13	3009531	3013531	TU21164	0	0	0	0	0
chr12	117796056	117800056	TU21165	0	0	0	0	0
chr12	117796056	117800056	TU21166	0	0	0	0	0
chr13	3955567	3959567	TU21167	0	0	0	0	0
chr12	117796056	117800056	TU21168	0	0	0	0	0
chr12	117800419	117804419	TU21169	0	0	0	0	0
chr12	117828706	117832706	TU21170	0	0	0	0	0
chr13	3107532	3111532	TU21171	0	0	0	0	0
chr13	3119132	3123132	TU21172	1	0	1	0	2
chr13	3054041	3058041	TU21173	0	0	0	0	0
chr13	3115017	3119017	TU21174	0	0	0	0	0
chr13	4342700	4346700	TU21175	0	0	1	0	1
chr13	3119908	3123908	TU21176	1	0	0	0	1
chr13	3074479	3078479	TU21177	0	0	0	0	0
chr12	117043684	117047684	TU21178	0	0	0	0	0
chr12	116729063	116733063	TU21179	0	0	0	0	0
chr13	4379773	4383773	TU21180	-1	1	1	-1	1
chr13	4459549	4463549	TU21182	1	0	0	0	1
chr13	4380701	4384701	TU21183	0	0	0	0	0
chr13	4464815	4468815	TU21184	0	0	0	0	0
chr13	4381780	4385780	TU21190	0	0	0	0	0
chr13	4555573	4559573	TU21191	0	0	0	0	0
chr13	4381780	4385780	TU21192	0	0	0	0	0
chr12	98866389	98870389	TU21193	0	0	0	0	0
chr13	4395340	4399340	TU21199	0	0	0	0	0
chr1	15874130	15878130	TU212	0	0	0	0	0
chr12	112954537	112958537	TU21200	1	0	-1	0	1
chr13	4697421	4701421	TU21202	0	0	0	0	0
chr13	5030851	5034851	TU21203	0	0	0	0	0
chr12	113018020	113022020	TU21206	1	1	1	-1	3
chr13	3374833	3378833	TU21208	0	0	0	0	0
chr13	3374833	3378833	TU21209	0	0	0	0	0
chr13	3374833	3378833	TU21210	0	0	0	0	0
chr13	3374833	3378833	TU21211	0	0	0	0	0
chr13	3363912	3367912	TU21212	0	0	0	-1	1
chr13	5850601	5854601	TU21216	0	0	0	0	0
chr13	3476236	3480236	TU21217	0	0	0	0	0
chr13	3476236	3480236	TU21218	0	0	1	0	1
chr13	5453092	5457092	TU21219	0	0	0	0	0
chr1	75266710	75270710	TU2122	0	0	0	0	0
chr13	3476236	3480236	TU21220	0	0	-1	0	1
chr13	3476236	3480236	TU21221	0	0	0	0	0
chr13	3476236	3480236	TU21222	0	0	0	0	0
chr13	5549165	5553165	TU21223	0	0	0	0	0
chr13	3483032	3487032	TU21224	0	0	0	0	0
chr12	116835485	116839485	TU21225	0	0	0	0	0
chr12	116835485	116839485	TU21227	0	0	0	0	0
chr13	3476236	3480236	TU21228	0	0	0	0	0
chr13	3476236	3480236	TU21230	0	0	0	0	0
chr13	3495819	3499819	TU21233	0	0	0	0	0
chr13	3476236	3480236	TU21235	0	0	0	0	0
chr13	4629147	4633147	TU21236	0	0	0	0	0
chr13	4629147	4633147	TU21237	0	0	0	0	0
chr13	6064349	6068349	TU21241	0	0	0	0	0
chr13	5549020	5553020	TU21242	0	0	0	0	0
chr13	6214989	6218989	TU21246	0	0	0	0	0
chr13	6027822	6031822	TU21247	0	0	0	0	0
chr12	113297367	113301367	TU21249	0	0	0	0	0
chr13	3860588	3864588	TU21253	0	-1	0	-1	2
chr13	5972386	5976386	TU21254	0	0	0	0	0
chr13	5975862	5979862	TU21256	0	0	0	0	0
chr13	6222641	6226641	TU21257	0	0	0	0	0
chr13	6247115	6251115	TU21258	0	0	0	0	0
chr13	4310256	4314256	TU21259	0	0	0	0	0
chr1	77971480	77975480	TU2126	-1	0	0	0	1
chr13	4310256	4314256	TU21260	0	0	0	0	0
chr13	4310256	4314256	TU21261	0	0	0	0	0
chr13	4310256	4314256	TU21263	0	0	0	0	0
chr13	4310256	4314256	TU21264	0	0	0	0	0
chr13	4330654	4334654	TU21266	0	0	0	0	0
chr1	77969783	77973783	TU2127	0	0	0	0	0
chr13	6210650	6214650	TU21271	0	0	0	0	0
chr13	4639685	4643685	TU21272	0	0	0	0	0
chr13	4633045	4637045	TU21273	0	0	0	0	0
chr13	6194592	6198592	TU21275	0	0	0	0	0
chr13	4633045	4637045	TU21277	0	0	0	0	0
chr12	108176741	108180741	TU21280	-1	0	0	0	1
chr13	6869566	6873566	TU21281	0	0	0	0	0
chr13	6333956	6337956	TU21282	0	0	0	0	0
chr12	87866551	87870551	TU21283	-1	0	0	-1	2
chr13	6687352	6691352	TU21284	0	0	0	0	0
chr13	3520374	3524374	TU21285	0	0	0	0	0
chr13	3518207	3522207	TU21286	0	0	0	0	0
chr13	3520374	3524374	TU21287	0	0	0	0	0
chr13	3520374	3524374	TU21288	0	0	0	0	0
chr13	7553277	7557277	TU21289	0	0	0	0	0
chr13	3489632	3493632	TU21290	0	0	1	0	1
chr13	4638708	4642708	TU21291	0	0	0	0	0
chr13	7631902	7635902	TU21293	0	0	0	0	0
chr13	7631902	7635902	TU21295	0	0	0	0	0
chr13	7199079	7203079	TU21298	0	0	0	0	0
chr13	7333233	7337233	TU21299	0	0	0	0	0
chr1	16132344	16136344	TU213	0	0	0	0	0
chr13	7633985	7637985	TU21313	0	0	0	0	0
chr13	4641348	4645348	TU21314	0	0	0	0	0
chr13	4641348	4645348	TU21315	0	0	0	0	0
chr13	7947191	7951191	TU21318	0	0	0	0	0
chr13	7947191	7951191	TU21320	0	0	1	0	1
chr13	8759841	8763841	TU21321	0	1	0	0	1
chr13	4567451	4571451	TU21322	0	0	1	0	1
chr13	8893391	8897391	TU21326	0	1	0	0	1
chr13	7785445	7789445	TU21328	0	0	0	0	0
chr13	8761724	8765724	TU21329	0	1	1	1	2
chr13	7786177	7790177	TU21331	0	0	0	0	0
chr13	9003645	9007645	TU21332	0	0	0	0	0
chr13	3877406	3881406	TU21336	0	0	0	0	0
chr13	3870992	3874992	TU21338	0	0	1	-1	1
chr12	111586092	111590092	TU21339	0	0	0	0	0
chr12	111585740	111589740	TU21340	0	0	0	0	0
chr13	9030744	9034744	TU21341	0	0	0	0	0
chr12	111660343	111664343	TU21342	0	0	0	0	0
chr13	8905107	8909107	TU21344	0	0	0	0	0
chr13	10729201	10733201	TU21345	0	0	0	0	0
chr13	8906766	8910766	TU21346	0	0	0	0	0
chr13	8903383	8907383	TU21347	0	0	0	0	0
chr13	8905107	8909107	TU21348	0	0	0	0	0
chr13	8906766	8910766	TU21349	0	0	0	0	0
chr13	8905107	8909107	TU21350	0	0	0	0	0
chr13	10652881	10656881	TU21351	0	0	0	0	0
chr13	10360374	10364374	TU21353	0	0	0	0	0
chr13	10359327	10363327	TU21354	0	0	0	0	0
chr13	10359327	10363327	TU21355	0	0	0	0	0
chr13	12113539	12117539	TU21376	0	0	0	0	0
chr13	9730569	9734569	TU21377	0	0	1	0	1
chr13	11417809	11421809	TU21378	0	0	0	0	0
chr13	10028021	10032021	TU21383	0	0	0	0	0
chr13	7170257	7174257	TU21392	0	0	-1	0	1
chr13	7173794	7177794	TU21393	0	0	0	0	0
chr13	7156735	7160735	TU21395	1	0	0	0	1
chr13	12325230	12329230	TU21396	0	0	0	0	0
chr12	116377994	116381994	TU21399	-1	0	-1	-1	2
chr1	5482683	5486683	TU214	0	0	0	0	0
chr13	12159409	12163409	TU21400	0	0	0	0	0
