#Chrom	Start	End	TransposableElementTranscript	TransposableElementSymbol	Strand	2-cell	Morula	ICM	TE
chr12	23615949	23619949	TU17909	G8635	-	0	0	0	0
chr12	23682056	23686056	TU18245	G8777	-	-1	-1	0	0
chr12	23703967	23707967	TU18335	G8820	-	0	0	0	-1
chr12	23703967	23707967	TU18336	G8820	-	0	0	0	-1
chr12	23712435	23716435	TU18148	G8733	+	0	0	-1	0
chr12	23781810	23785810	TU18452	G8835	-	0	0	-1	0
chr12	23831124	23835124	TU18618	G8980	-	0	0	0	0
chr12	23851001	23855001	TU18246	G8777	-	-1	-1	0	0
chr12	23851001	23855001	TU18247	G8777	-	0	0	0	0
chr12	23872412	23876412	TU18334	G8819	-	0	0	0	0
chr12	23909120	23913120	TU18337	G8821	-	0	-1	0	1
chr12	23909731	23913731	TU18158	G8740	+	0	-1	1	0
chr12	23975540	23979540	TU18644	G8992	-	0	0	0	0
chr12	23997829	24001829	TU17932	G8643	+	0	0	0	0
chr12	23997999	24001999	TU17937	G8643	+	0	0	0	0
chr12	23998561	24002561	TU17933	G8643	+	0	0	0	0
chr12	23998561	24002561	TU17935	G8643	+	0	0	0	0
chr12	24081652	24085652	TU18175	G8747	-	-1	-1	0	-1
chr12	24128078	24132078	TU17948	G8652	+	0	0	0	0
chr12	24128078	24132078	TU17950	G8652	+	0	0	0	0
chr12	24322538	24326538	TU17912	G8637	+	-1	0	0	0
chr12	24338311	24342311	TU17903	G8633	-	0	0	0	0
chr12	24368907	24372907	TU17956	G8654	+	0	0	0	0
chr12	24369576	24373576	TU17953	G8654	+	1	0	0	0
chr12	24381716	24385716	TU17934	G8644	-	-1	0	0	0
chr12	24462915	24466915	TU18004	G8651	-	0	0	0	0
chr12	24463340	24467340	TU17992	G8651	-	0	0	0	0
chr12	24464484	24468484	TU17998	G8651	-	0	0	0	0
chr12	24465967	24469967	TU18015	G8651	-	0	0	0	0
chr12	24466497	24470497	TU18006	G8651	-	0	0	0	0
chr12	24466837	24470837	TU18013	G8651	-	0	0	0	0
chr12	24467700	24471700	TU17996	G8651	-	0	0	0	0
chr12	24468142	24472142	TU18001	G8651	-	0	0	0	0
chr12	24475574	24479574	TU18009	G8651	-	0	0	0	0
chr12	24688201	24692201	TU18046	G8681	+	0	0	0	0
chr12	24688201	24692201	TU18049	G8681	+	0	0	0	0
chr12	24688201	24692201	TU18051	G8681	+	0	0	0	0
chr12	24688201	24692201	TU18052	G8681	+	0	0	0	0
chr12	24697777	24701777	TU18047	G8681	+	0	0	0	0
chr12	24726955	24730955	TU17940	G8646	+	0	0	0	0
chr12	24728490	24732490	TU17941	G8646	+	1	0	0	0
chr12	24730979	24734979	TU18039	G8678	-	0	0	0	0
chr12	24732747	24736747	TU17964	G8656	+	0	0	0	0
chr12	24743162	24747162	TU18041	G8678	-	0	0	0	0
chr12	24743162	24747162	TU18042	G8678	-	0	0	0	0
chr12	24748566	24752566	TU18040	G8678	-	0	0	0	0
chr12	24794901	24798901	TU17943	G8648	-	0	0	0	0
chr12	25082207	25086207	TU18102	G8662	-	0	0	0	0
chr12	25082661	25086661	TU18108	G8662	-	0	0	0	0
chr12	25084702	25088702	TU18106	G8662	-	0	0	0	0
chr12	25084922	25088922	TU17954	G8655	+	0	0	0	0
chr12	25308369	25312369	TU17974	G8659	+	0	0	0	0
chr12	25542200	25546200	TU17977	G8661	-	0	0	0	0
chr12	26095493	26099493	TU18069	G8691	-	0	0	0	0
chr12	26095493	26099493	TU18071	G8691	-	0	0	0	0
chr12	26208524	26212524	TU18066	G8691	-	0	0	0	0
chr12	26209076	26213076	TU18025	G8669	+	0	0	0	0
chr12	26209076	26213076	TU18027	G8669	+	0	0	0	0
chr12	26595256	26599256	TU18103	G8708	+	0	0	0	0
chr12	26595256	26599256	TU18107	G8708	+	0	0	0	0
chr12	26595256	26599256	TU18110	G8708	+	0	0	0	0
chr12	26595256	26599256	TU18111	G8708	+	0	0	0	0
chr12	26595256	26599256	TU18112	G8708	+	0	0	0	0
chr12	26602954	26606954	TU18109	G8708	+	0	0	0	0
chr12	27035830	27039830	TU18032	G8672	-	0	0	0	0
chr12	27094913	27098913	TU18086	G8687	-	0	0	0	0
chr12	27112389	27116389	TU18061	G8687	-	0	0	0	0
chr12	27112389	27116389	TU18084	G8687	-	0	0	0	0
chr12	27138478	27142478	TU18087	G8687	-	0	0	0	0
chr12	27155113	27159113	TU18053	G8683	+	0	0	0	0
chr12	27349334	27353334	TU18060	G8686	+	0	0	0	0
chr12	27365790	27369790	TU18099	G8705	+	0	0	0	0
chr12	27415945	27419945	TU18096	G8703	+	0	1	1	1
chr12	27519372	27523372	TU18065	G8690	+	0	0	0	0
chr12	27901663	27905663	TU18062	G8688	+	0	0	-1	0
chr12	28039139	28043139	TU18137	G8727	+	0	0	0	0
chr12	28039139	28043139	TU18140	G8727	+	0	0	0	0
chr12	28047688	28051688	TU18141	G8727	+	0	0	0	0
chr12	28052769	28056769	TU18138	G8727	+	0	0	0	0
chr12	28052769	28056769	TU18143	G8727	+	0	0	0	0
chr12	28114923	28118923	TU18139	G8728	+	0	0	0	1
chr12	28114923	28118923	TU18142	G8728	+	0	0	0	0
chr12	28292554	28296554	TU18368	G8844	-	0	0	0	0
chr12	28292554	28296554	TU18372	G8844	-	0	0	0	0
chr12	28297701	28301701	TU18347	G8829	-	0	0	0	0
chr12	28297701	28301701	TU18348	G8829	-	0	0	0	0
chr12	28322750	28326750	TU18146	G8731	+	0	0	0	0
chr12	28323833	28327833	TU18417	G8864	-	1	1	0	0
chr12	28337416	28341416	TU18416	G8863	-	0	0	0	0
chr12	28374061	28378061	TU18423	G8869	-	0	0	0	0
chr12	28634265	28638265	TU18098	G8704	+	-1	0	0	-1
chr12	28712436	28716436	TU18531	G8934	+	0	0	0	0
chr12	28716744	28720744	TU18530	G8934	+	0	0	0	0
chr12	28740145	28744145	TU18542	G8944	+	0	0	0	0
chr12	28929963	28933963	TU18090	G8701	-	0	0	0	0
chr12	28934145	28938145	TU18083	G8698	+	0	0	0	0
chr12	28952344	28956344	TU18093	G8702	+	0	1	0	0
chr12	29287813	29291813	TU18100	G8706	-	0	0	0	0
chr12	29396840	29400840	TU18121	G8718	+	0	0	0	0
chr12	29926248	29930248	TU18119	G8716	-	0	0	0	0
chr12	30024339	30028339	TU18269	G8788	+	0	0	0	0
chr12	30024339	30028339	TU18272	G8788	+	0	0	0	0
chr12	30024339	30028339	TU18273	G8788	+	0	0	0	0
chr12	30024339	30028339	TU18274	G8788	+	0	0	0	0
chr12	30024339	30028339	TU18275	G8788	+	0	0	0	0
chr12	30024339	30028339	TU18276	G8788	+	0	0	0	0
chr12	30024339	30028339	TU18277	G8788	+	0	0	0	0
chr12	30480117	30484117	TU18258	G8781	-	0	0	0	0
chr12	30481787	30485787	TU18253	G8781	-	0	0	0	0
chr12	30481787	30485787	TU18254	G8781	-	0	0	0	0
chr12	30481787	30485787	TU18256	G8781	-	0	0	0	0
chr12	30481787	30485787	TU18257	G8781	-	0	0	0	0
chr12	30562630	30566630	TU18145	G8730	-	0	0	0	0
chr12	30658395	30662395	TU18237	G8773	+	0	0	0	0
chr12	30658590	30662590	TU18259	G8783	+	0	0	0	0
chr12	30697499	30701499	TU18267	G8787	+	0	0	1	0
chr12	30770456	30774456	TU18288	G8798	-	0	1	0	0
chr12	30786479	30790479	TU18144	G8729	+	0	0	0	0
chr12	31111620	31115620	TU18160	G8742	-	0	0	0	0
chr12	31111620	31115620	TU18162	G8742	-	0	0	0	0
chr12	31111620	31115620	TU18164	G8742	-	0	0	0	0
chr12	31111620	31115620	TU18166	G8742	-	1	1	-1	0
chr12	31195615	31199615	TU18147	G8732	-	0	0	-1	0
chr12	31214571	31218571	TU18149	G8734	-	0	0	0	0
chr12	31225167	31229167	TU18165	G8743	+	0	0	0	0
chr12	31231088	31235088	TU18163	G8743	+	0	0	-1	-1
chr12	31247990	31251990	TU18150	G8735	+	0	0	-1	0
chr12	31381381	31385381	TU18216	G8763	+	0	1	0	0
chr12	31498129	31502129	TU18217	G8764	+	0	0	0	0
chr12	31504048	31508048	TU18211	G8760	+	0	0	0	0
chr12	31505265	31509265	TU18213	G8760	+	0	0	0	0
chr12	31510500	31514500	TU18212	G8760	+	-1	0	0	0
chr12	31624082	31628082	TU18223	G8767	+	0	0	-1	0
chr12	31625702	31629702	TU18222	G8767	+	0	0	0	0
chr12	31847753	31851753	TU18743	G9037	-	0	0	0	0
chr12	31898280	31902280	TU18761	G9048	-	0	-1	-1	-1
chr12	31898280	31902280	TU18762	G9048	-	0	0	0	-1
chr12	32101613	32105613	TU18197	G8756	-	0	0	0	0
chr12	32114463	32118463	TU18200	G8756	-	0	0	0	0
chr12	32132599	32136599	TU18188	G8751	+	0	0	0	0
chr12	32405761	32409761	TU18300	G8803	-	0	0	0	0
chr12	32416639	32420639	TU18301	G8803	-	0	0	0	0
chr12	32730519	32734519	TU18495	G8914	+	0	0	0	0
chr12	32875690	32879690	TU18231	G8771	+	0	0	0	0
chr12	32877542	32881542	TU18233	G8771	+	0	0	0	0
chr12	33137062	33141062	TU18226	G8769	-	0	0	1	0
chr12	33438802	33442802	TU18438	G8877	+	1	0	1	1
chr12	33778854	33782854	TU18242	G8776	-	0	0	0	0
chr12	34624143	34628143	TU18285	G8796	-	0	0	0	0
chr12	34626354	34630354	TU18265	G8786	+	0	0	0	0
chr12	34626938	34630938	TU18287	G8796	-	0	0	0	0
chr12	34645617	34649617	TU18260	G8784	-	0	0	0	0
chr12	35533187	35537187	TU18283	G8794	+	0	0	0	0
chr12	35675561	35679561	TU18302	G8804	-	0	0	0	0
chr12	36211882	36215882	TU18308	G8807	+	0	0	0	0
chr12	36812472	36816472	TU18332	G8817	+	1	0	0	0
chr12	36895658	36899658	TU18310	G8809	+	0	0	0	0
chr12	37062707	37066707	TU18427	G8870	+	-1	0	0	0
chr12	37062707	37066707	TU18428	G8870	+	0	0	0	0
chr12	37062707	37066707	TU18429	G8870	+	0	0	0	0
chr12	37062707	37066707	TU18432	G8870	+	0	0	0	0
chr12	37066737	37070737	TU18425	G8870	+	0	0	0	0
chr12	37066737	37070737	TU18426	G8870	+	0	0	0	0
chr12	37066737	37070737	TU18430	G8870	+	0	0	0	0
chr12	37587388	37591388	TU18346	G8828	+	0	0	0	0
chr12	37590521	37594521	TU18345	G8828	+	0	0	0	0
chr12	37739999	37743999	TU18340	G8823	+	0	0	0	0
chr12	38001752	38005752	TU18349	G8830	-	0	0	0	0
chr12	38046303	38050303	TU18333	G8818	-	1	0	0	0
chr12	38323555	38327555	TU18343	G8826	-	0	0	0	0
chr12	38887689	38891689	TU18386	G8848	+	0	0	0	0
chr12	38887689	38891689	TU18390	G8848	+	0	0	0	0
chr12	38887689	38891689	TU18391	G8848	+	0	0	0	0
chr12	38895912	38899912	TU18389	G8848	+	0	0	0	0
chr12	39235996	39239996	TU18360	G8839	-	0	0	0	0
chr12	39330971	39334971	TU18361	G8840	-	0	0	0	0
chr12	39547831	39551831	TU18509	G8924	-	0	0	0	0
chr12	39547831	39551831	TU18511	G8924	-	0	0	0	0
chr12	39883119	39887119	TU18478	G8901	-	0	0	0	0
chr12	40274667	40278667	TU18394	G8853	-	0	0	0	0
chr12	40286049	40290049	TU18402	G8856	-	0	0	0	0
chr12	40288383	40292383	TU18392	G8851	-	0	0	0	0
chr12	40416156	40420156	TU18672	G9004	-	0	0	0	0
chr12	40686296	40690296	TU18434	G8873	-	0	0	0	0
chr12	40856076	40860076	TU18624	G8979	-	-1	0	0	0
chr12	40862446	40866446	TU18621	G8979	-	0	0	0	0
chr12	40862446	40866446	TU18623	G8979	-	0	0	0	0
chr12	40874569	40878569	TU18619	G8979	-	0	0	0	0
chr12	40875369	40879369	TU18617	G8979	-	0	0	0	0
chr12	40875369	40879369	TU18620	G8979	-	0	0	0	0
chr12	40875369	40879369	TU18622	G8979	-	0	0	0	0
chr12	41759916	41763916	TU18697	G9017	-	0	0	0	-1
chr12	41875225	41879225	TU18782	G9051	-	0	0	0	0
chr12	41885924	41889924	TU18770	G9051	-	0	0	0	0
chr12	41885924	41889924	TU18771	G9051	-	0	0	0	0
chr12	41885924	41889924	TU18775	G9051	-	0	0	0	0
chr12	41885924	41889924	TU18777	G9051	-	0	0	0	0
chr12	41885924	41889924	TU18780	G9051	-	0	0	0	0
chr12	41885924	41889924	TU18783	G9051	-	0	0	0	0
chr12	41885924	41889924	TU18784	G9051	-	1	0	0	0
chr12	41885924	41889924	TU18785	G9051	-	0	0	0	0
chr12	42074535	42078535	TU18410	G8859	+	0	0	0	0
chr12	42166092	42170092	TU18411	G8860	-	1	0	0	0
chr12	42209657	42213657	TU18409	G8858	+	0	0	0	0
chr12	42534304	42538304	TU18442	G8880	-	-1	0	0	0
chr12	42534304	42538304	TU18444	G8880	-	0	0	0	0
chr12	42534304	42538304	TU18446	G8880	-	0	0	0	0
chr12	42534304	42538304	TU18448	G8880	-	0	0	0	0
chr12	43209875	43213875	TU18443	G8881	-	0	0	0	0
chr12	43209875	43213875	TU18445	G8881	-	0	0	0	0
chr12	43209875	43213875	TU18450	G8881	-	0	0	0	0
chr12	43214384	43218384	TU18447	G8881	-	0	0	0	0
chr12	43214384	43218384	TU18449	G8881	-	0	0	0	0
chr12	43304152	43308152	TU18422	G8868	+	0	0	0	0
chr12	43307457	43311457	TU18424	G8868	+	0	0	0	0
chr12	43317334	43321334	TU18451	G8882	-	0	0	0	0
chr12	43324341	43328341	TU18435	G8874	-	0	0	0	0
chr12	44164799	44168799	TU18418	G8865	-	0	0	0	0
chr12	44229689	44233689	TU18858	G9091	-	0	0	0	-1
chr12	44293845	44297845	TU18864	G9096	-	0	0	0	0
chr12	44322702	44326702	TU18437	G8876	-	0	0	1	0
chr12	44428511	44432511	TU18720	G9025	-	0	0	0	0
chr12	44554375	44558375	TU18738	G9035	-	0	0	0	0
chr12	44559639	44563639	TU18733	G9030	-	0	0	0	0
chr12	44676488	44680488	TU18471	G8897	-	0	1	0	0
chr12	44676488	44680488	TU18472	G8897	-	0	0	0	0
chr12	44680773	44684773	TU18473	G8898	-	0	0	0	0
chr12	44680773	44684773	TU18474	G8898	-	-1	0	0	-1
chr12	44715618	44719618	TU18453	G8883	-	0	1	0	0
chr12	44760532	44764532	TU18454	G8884	+	0	0	0	0
chr12	44834219	44838219	TU18508	G8923	+	0	0	0	0
chr12	44925215	44929215	TU18583	G8971	+	0	0	1	0
chr12	44930393	44934393	TU18614	G8978	+	0	0	1	0
chr12	45094894	45098894	TU18459	G8889	-	0	0	0	0
chr12	45097473	45101473	TU18461	G8889	-	0	0	0	0
chr12	45215599	45219599	TU18468	G8895	-	0	-1	0	0
chr12	45215599	45219599	TU18469	G8895	-	0	0	0	0
chr12	45317613	45321613	TU18456	G8886	-	0	0	1	0
chr12	45448866	45452866	TU18728	G9027	+	0	0	0	0
chr12	45448866	45452866	TU18731	G9027	+	0	0	0	0
chr12	45452119	45456119	TU18722	G9027	+	0	-1	0	0
chr12	45452119	45456119	TU18725	G9027	+	0	0	0	0
chr12	45452119	45456119	TU18727	G9027	+	0	0	0	0
chr12	45452119	45456119	TU18729	G9027	+	0	0	0	0
chr12	45486291	45490291	TU18723	G9027	+	0	0	0	0
chr12	45486291	45490291	TU18724	G9027	+	0	0	0	0
chr12	45486291	45490291	TU18726	G9027	+	0	0	0	0
chr12	45587460	45591460	TU18457	G8887	-	0	0	0	0
chr12	45966304	45970304	TU18502	G8918	+	0	0	0	0
chr12	45968685	45972685	TU18501	G8918	+	0	0	0	0
chr12	46020884	46024884	TU18524	G8931	+	0	0	0	0
chr12	46628624	46632624	TU18566	G8960	+	0	0	1	0
chr12	46633467	46637467	TU18567	G8961	+	0	0	0	0
chr12	46836305	46840305	TU18595	G8973	+	0	0	0	0
chr12	47052992	47056992	TU18470	G8896	+	0	0	0	0
chr12	47217393	47221393	TU18481	G8904	+	0	0	0	0
chr12	47217393	47221393	TU18482	G8904	+	0	0	0	0
chr12	47243687	47247687	TU18642	G8990	-	0	0	0	0
chr12	47247213	47251213	TU18639	G8990	-	0	0	0	0
chr12	47247213	47251213	TU18640	G8990	-	0	0	0	0
chr12	47247213	47251213	TU18641	G8990	-	0	0	0	0
chr12	47247213	47251213	TU18645	G8990	-	0	0	0	0
chr12	47309606	47313606	TU18477	G8900	-	0	0	0	0
chr12	47377034	47381034	TU18503	G8919	+	-1	0	0	0
chr12	47377034	47381034	TU18504	G8919	+	0	0	0	0
chr12	47383758	47387758	TU18560	G8955	-	0	0	0	0
chr12	47388449	47392449	TU18562	G8957	-	0	0	0	0
chr12	47388449	47392449	TU18563	G8957	-	-1	0	0	0
chr12	47389548	47393548	TU18520	G8929	+	0	0	0	0
chr12	47524024	47528024	TU18552	G8952	+	0	0	0	0
chr12	47524024	47528024	TU18553	G8952	+	0	0	0	0
chr12	47524024	47528024	TU18556	G8952	+	0	0	-1	0
chr12	47527404	47531404	TU18551	G8952	+	0	0	0	0
chr12	47527404	47531404	TU18554	G8952	+	0	0	0	0
chr12	47527404	47531404	TU18555	G8952	+	0	0	0	0
chr12	48147292	48151292	TU18660	G8997	-	0	0	0	0
chr12	48162178	48166178	TU18536	G8939	+	1	0	0	0
chr12	48163972	48167972	TU18681	G9009	-	0	0	0	0
chr12	48163972	48167972	TU18682	G9009	-	0	0	0	0
chr12	48163972	48167972	TU18684	G9009	-	0	0	0	0
chr12	48298047	48302047	TU18582	G8970	+	0	0	0	0
chr12	48298047	48302047	TU18584	G8970	+	0	0	0	0
chr12	48298047	48302047	TU18586	G8970	+	1	0	0	0
chr12	48298047	48302047	TU18589	G8970	+	0	0	0	0
chr12	48298047	48302047	TU18591	G8970	+	0	0	0	0
chr12	48298047	48302047	TU18592	G8970	+	0	0	0	0
chr12	48374643	48378643	TU18657	G8997	-	0	1	0	0
chr12	48374643	48378643	TU18659	G8997	-	0	0	0	0
chr12	48554347	48558347	TU18558	G8927	-	0	0	0	0
chr12	48992861	48996861	TU18494	G8913	-	0	0	0	0
chr12	49104673	49108673	TU18483	G8905	-	0	0	0	0
chr12	49146529	49150529	TU18497	G8915	+	0	0	0	0
chr12	49460855	49464855	TU18484	G8906	+	0	0	0	0
chr12	50019860	50023860	TU18512	G8926	+	0	0	0	0
chr12	50582899	50586899	TU18613	G8977	+	0	0	0	0
chr12	50585406	50589406	TU18666	G9001	-	0	-1	0	0
chr12	50621236	50625236	TU18610	G8976	+	0	-1	0	0
chr12	50621236	50625236	TU18611	G8976	+	-1	0	0	0
chr12	50652049	50656049	TU18526	G8932	+	0	0	0	0
chr12	50652226	50656226	TU18527	G8932	+	0	0	0	0
chr12	50652226	50656226	TU18529	G8932	+	0	0	0	0
chr12	50873257	50877257	TU18505	G8920	-	0	0	0	0
chr12	50977123	50981123	TU18561	G8956	+	1	1	1	0
chr12	51034617	51038617	TU18528	G8933	-	0	0	1	0
chr12	51126915	51130915	TU18510	G8925	-	0	0	0	0
chr12	51151389	51155389	TU18643	G8991	-	0	0	0	0
chr12	51294551	51298551	TU18534	G8937	+	0	0	0	0
chr12	51479171	51483171	TU19035	G9174	-	0	1	0	0
chr12	51487621	51491621	TU18981	G9155	+	-1	0	0	0
chr12	51533299	51537299	TU18532	G8935	-	0	0	0	0
chr12	51578101	51582101	TU18539	G8941	-	0	0	0	0
chr12	51664319	51668319	TU18817	G9076	+	0	0	0	0
chr12	51703200	51707200	TU19507	G9384	-	0	0	0	0
chr12	51703342	51707342	TU19509	G9386	-	-1	0	0	-1
chr12	51703887	51707887	TU19506	G9383	-	0	0	0	0
chr12	51828057	51832057	TU18795	G9063	+	0	0	1	0
chr12	51856103	51860103	TU18547	G8948	-	0	0	0	0
chr12	52264634	52268634	TU18891	G9113	-	0	0	0	0
chr12	52452697	52456697	TU18885	G9109	-	1	-1	0	0
chr12	52452697	52456697	TU18886	G9109	-	0	0	0	0
chr12	52453938	52457938	TU18884	G9108	-	0	0	0	0
chr12	52467274	52471274	TU18557	G8953	-	0	0	0	0
chr12	52485464	52489464	TU18564	G8958	-	0	0	0	0
chr12	52497666	52501666	TU18565	G8959	-	0	0	0	0
chr12	52591450	52595450	TU18578	G8969	-	1	0	0	0
chr12	54001146	54005146	TU19127	G9217	-	-1	0	0	0
chr12	54001146	54005146	TU19128	G9217	-	0	0	0	0
chr12	54024650	54028650	TU18627	G8983	-	0	0	0	0
chr12	54168942	54172942	TU18655	G8995	-	0	0	0	0
chr12	54173960	54177960	TU18654	G8995	-	0	0	0	0
chr12	54209513	54213513	TU18626	G8982	-	0	0	0	0
chr12	54226979	54230979	TU18837	G9085	-	0	0	0	0
chr12	54261218	54265218	TU18695	G9016	+	0	0	0	0
chr12	54271616	54275616	TU18696	G9016	+	0	0	-1	0
chr12	54328118	54332118	TU18739	G9034	+	0	0	0	0
chr12	54328118	54332118	TU18740	G9034	+	0	0	0	0
chr12	54333896	54337896	TU18737	G9034	+	0	0	0	0
chr12	54349970	54353970	TU18764	G9049	+	0	0	0	0
chr12	54350692	54354692	TU18766	G9049	+	0	0	0	0
chr12	54367286	54371286	TU18830	G9081	-	0	0	0	0
chr12	54367286	54371286	TU18833	G9081	-	0	0	0	0
chr12	54367286	54371286	TU18835	G9081	-	0	0	0	0
chr12	54395996	54399996	TU18632	G8987	+	0	0	0	0
chr12	54582905	54586905	TU18979	G9125	-	0	0	0	0
chr12	54638071	54642071	TU18698	G9018	+	0	0	0	0
chr12	54656697	54660697	TU18709	G9022	+	0	0	0	0
chr12	54700421	54704421	TU18663	G8999	-	-1	0	0	0
chr12	54703770	54707770	TU18664	G8999	-	0	0	0	0
chr12	54704649	54708649	TU18662	G8999	-	0	0	0	0
chr12	54720169	54724169	TU18671	G9003	-	0	0	0	0
chr12	54726053	54730053	TU18668	G9003	-	0	1	-1	0
chr12	54726053	54730053	TU18670	G9003	-	0	0	0	0
chr12	54796062	54800062	TU18914	G9117	+	0	0	0	0
chr12	54796062	54800062	TU18915	G9117	+	0	0	0	0
chr12	54796062	54800062	TU18916	G9117	+	0	0	0	0
chr12	54796062	54800062	TU18918	G9117	+	0	0	0	0
chr12	54810045	54814045	TU18925	G9129	+	0	0	0	0
chr12	54829037	54833037	TU18970	G9148	-	0	0	0	0
chr12	54841256	54845256	TU18913	G9117	+	0	0	0	0
chr12	54849770	54853770	TU18978	G9153	-	0	0	0	0
chr12	54860971	54864971	TU18911	G9117	+	0	0	0	0
chr12	54881093	54885093	TU18661	G8998	-	0	-1	0	0
chr12	55195855	55199855	TU20288	G9761	-	0	0	0	0
chr12	55418276	55422276	TU18692	G9014	+	0	0	0	0
chr12	55421082	55425082	TU18693	G9014	+	-1	0	0	0
chr12	55453188	55457188	TU18687	G9010	-	0	0	0	0
chr12	55471614	55475614	TU18694	G9015	-	0	0	0	0
chr12	55507595	55511595	TU18862	G9094	-	-1	0	0	0
chr12	55511981	55515981	TU18873	G9100	-	0	0	0	0
chr12	55747649	55751649	TU18778	G9053	+	0	0	0	0
chr12	56103855	56107855	TU18818	G9077	-	0	0	0	0
chr12	56103855	56107855	TU18821	G9077	-	0	0	0	0
chr12	56103855	56107855	TU18824	G9077	-	0	0	0	0
chr12	56108611	56112611	TU18820	G9077	-	0	0	0	0
chr12	56108611	56112611	TU18822	G9077	-	-1	0	0	0
chr12	56108611	56112611	TU18823	G9077	-	0	0	0	0
chr12	56108611	56112611	TU18827	G9077	-	0	0	0	0
chr12	56269699	56273699	TU18708	G9021	-	0	0	-1	0
chr12	56325195	56329195	TU19122	G9214	-	0	0	0	1
chr12	56378161	56382161	TU18721	G9026	+	0	0	0	0
chr12	56541174	56545174	TU18760	G9047	-	-1	0	0	0
chr12	56575720	56579720	TU18746	G9039	-	0	0	0	0
chr12	56575720	56579720	TU18747	G9039	-	0	0	0	0
chr12	56575720	56579720	TU18748	G9039	-	0	0	0	0
chr12	56583570	56587570	TU18734	G9031	-	1	0	0	0
chr12	56586273	56590273	TU18736	G9033	-	0	0	0	0
chr12	56589053	56593053	TU18791	G9060	+	0	0	0	0
chr12	56589547	56593547	TU18792	G9060	+	0	0	0	0
chr12	56593810	56597810	TU18815	G9074	-	-1	0	0	0
chr12	56625188	56629188	TU18800	G9067	+	-1	0	0	0
chr12	56627028	56631028	TU18814	G9074	-	0	0	0	0
chr12	57034369	57038369	TU18750	G9041	+	0	0	0	0
chr12	57222673	57226673	TU19193	G9247	-	0	0	0	0
chr12	57225925	57229925	TU19087	G9195	+	0	0	-1	-1
chr12	57240970	57244970	TU19100	G9203	+	0	0	0	0
chr12	57559635	57563635	TU18773	G9052	-	0	0	0	0
chr12	57749256	57753256	TU19048	G9180	-	1	0	0	0
chr12	57749256	57753256	TU19049	G9180	-	1	0	0	0
chr12	57749256	57753256	TU19050	G9180	-	1	0	0	0
chr12	57749256	57753256	TU19053	G9180	-	1	0	0	0
chr12	58294711	58298711	TU18831	G9082	-	0	0	0	0
chr12	58294711	58298711	TU18836	G9082	-	0	0	1	0
chr12	58753597	58757597	TU18799	G9066	-	0	0	0	0
chr12	58757047	58761047	TU18798	G9066	-	0	0	0	0
chr12	58869770	58873770	TU18804	G9070	-	-1	0	0	0
chr12	58894741	58898741	TU18805	G9070	-	0	0	0	0
chr12	58900879	58904879	TU18807	G9070	-	0	0	0	0
chr12	59080470	59084470	TU18808	G9071	+	0	0	0	0
chr12	59220861	59224861	TU18865	G9095	+	0	0	0	0
chr12	59225139	59229139	TU18900	G9121	-	0	0	0	0
chr12	59225139	59229139	TU18902	G9121	-	1	-1	1	0
chr12	59226278	59230278	TU18875	G9102	+	0	0	0	0
chr12	59255574	59259574	TU18868	G9095	+	0	0	0	0
chr12	59261504	59265504	TU18863	G9095	+	0	0	0	0
chr12	59263582	59267582	TU18866	G9095	+	0	0	0	0
chr12	59298127	59302127	TU19010	G9165	-	0	0	0	0
chr12	59298127	59302127	TU19013	G9165	-	0	0	0	0
chr12	59302294	59306294	TU19011	G9165	-	0	0	0	0
chr12	59302294	59306294	TU19012	G9165	-	0	0	0	0
chr12	59302294	59306294	TU19014	G9165	-	0	0	0	0
chr12	59302294	59306294	TU19015	G9165	-	0	0	0	0
chr12	59302294	59306294	TU19020	G9165	-	0	0	0	0
chr12	59305133	59309133	TU18816	G9075	+	0	0	0	0
chr12	59329232	59333232	TU18848	G9087	-	1	0	0	0
chr12	59329232	59333232	TU18849	G9087	-	0	0	0	0
chr12	59391925	59395925	TU18846	G9086	+	0	0	0	0
chr12	59694355	59698355	TU18855	G9088	-	0	0	0	0
chr12	63482261	63486261	TU18859	G9092	-	0	0	0	0
chr12	63921742	63925742	TU18876	G9103	+	0	0	0	0
chr12	63921742	63925742	TU18877	G9103	+	0	0	0	0
chr12	63921742	63925742	TU18878	G9103	+	0	0	0	0
chr12	64145263	64149263	TU18880	G9105	+	0	0	0	0
chr12	64147024	64151024	TU18945	G9137	-	0	0	0	0
chr12	64147024	64151024	TU18949	G9137	-	0	0	0	0
chr12	64147024	64151024	TU18954	G9137	-	0	0	0	0
chr12	64151249	64155249	TU18944	G9137	-	0	0	0	0
chr12	64151249	64155249	TU18947	G9137	-	0	0	0	0
chr12	64151249	64155249	TU18952	G9137	-	0	0	0	0
chr12	64151249	64155249	TU18958	G9137	-	0	0	0	0
chr12	64676561	64680561	TU18889	G9112	+	0	0	0	0
chr12	64676561	64680561	TU18890	G9112	+	0	0	0	0
chr12	64710698	64714698	TU18897	G9119	-	0	0	0	0
chr12	64855019	64859019	TU18872	G9099	-	0	0	0	0
chr12	64903295	64907295	TU18874	G9101	-	0	0	0	0
chr12	64938381	64942381	TU19247	G9274	-	0	0	1	0
chr12	65201521	65205521	TU18960	G9142	-	0	0	0	0
chr12	65211547	65215547	TU18956	G9142	-	0	0	0	0
