#Chrom	Start	End	RefSeq	GeneSymbol	Strand	2-cell	Morula	ICM	TE
chr11	29524397	29528397	NM_001282119	Mtif2	+	0	0	0	0
chr11	29524397	29528397	NM_001282120	Mtif2	+	0	0	0	0
chr11	29524397	29528397	NM_133767	Mtif2	+	0	0	0	0
chr11	29545950	29549950	NM_001163521	Clhc1	+	0	0	0	0
chr11	29545950	29549950	NM_028504	Clhc1	+	0	0	0	0
chr11	29546040	29550040	NM_001033865	Rps27a	-	0	0	1	1
chr11	29546040	29550040	NM_024277	Rps27a	-	1	0	0	-1
chr11	29643597	29647597	NR_166736	Gm12092	-	0	0	0	0
chr11	29643597	29647597	NR_166737	Gm12092	-	0	0	0	0
chr11	29690898	29694898	NM_194052	Rtn4	+	1	0	-1	-1
chr11	29690898	29694898	NM_194053	Rtn4	+	0	-1	0	0
chr11	29690898	29694898	NM_194054	Rtn4	+	0	0	0	0
chr11	29691774	29695774	NM_194051	Rtn4	+	0	0	0	0
chr11	29716563	29720563	NM_024226	Rtn4	+	1	1	0	0
chr11	29823668	29827668	NM_176829	Fem1al	-	0	0	0	0
chr11	30024033	30028033	NM_146016	Eml6	-	0	0	0	0
chr11	30196257	30200257	NM_009260	Sptbn1	-	0	0	0	0
chr11	30217772	30221772	NM_175836	Sptbn1	-	0	0	0	0
chr11	30265458	30269458	NR_168037	Gm8098	+	0	0	0	0
chr11	30265458	30269458	NR_168038	Gm8098	+	0	0	0	0
chr11	30266306	30270306	NR_168039	Gm8098	+	0	0	0	0
chr11	30469829	30473829	NM_001100394	4930505A04Rik	-	0	0	0	0
chr11	30647396	30651396	NM_029344	Acyp2	-	0	1	1	1
chr11	30769775	30773775	NM_134013	Psme4	+	0	0	1	0
chr11	30883358	30887358	NM_175490	Gpr75	+	0	0	0	0
chr11	30952131	30956131	NM_025745	Erlec1	-	0	0	0	0
chr11	30952398	30956398	NM_023906	Asb3	+	0	0	0	0
chr11	30984365	30988365	NM_001290667	Chac2	-	0	0	0	0
chr11	30984365	30988365	NM_026527	Chac2	-	0	0	0	0
chr11	31368061	31372061	NM_011491	Stc2	-	0	0	0	0
chr11	31669862	31673862	NM_001024919	Bod1	-	0	0	0	0
chr11	31822547	31826547	NR_102310	D630024D03Rik	-	0	0	0	0
chr11	31822547	31826547	NR_102311	D630024D03Rik	-	0	0	0	0
chr11	31822547	31826547	NR_102312	D630024D03Rik	-	0	0	0	0
chr11	31822547	31826547	NR_102314	D630024D03Rik	-	0	0	0	0
chr11	31868940	31872940	NM_001290676	Cpeb4	+	0	0	0	0
chr11	31868940	31872940	NM_001290678	Cpeb4	+	0	0	0	0
chr11	31868940	31872940	NM_026252	Cpeb4	+	1	0	1	0
chr11	31963633	31967633	NM_026262	4930524B15Rik	+	0	0	0	0
chr11	31998419	32002419	NM_001347080	Nsg2	+	0	0	0	0
chr11	31998419	32002419	NM_008741	Nsg2	+	0	0	0	0
chr11	31998700	32002700	NM_001290680	Nsg2	+	0	0	0	0
chr11	31999277	32003277	NM_001290681	Nsg2	+	0	0	0	0
chr11	32099228	32103228	NR_130637	Gm12108	-	0	0	0	0
chr11	32198279	32202279	NM_001134458	Il9r	-	0	0	0	0
chr11	32198279	32202279	NM_008374	Il9r	-	0	0	0	0
chr11	32203415	32207415	NM_030093	Snrnp25	+	0	0	0	0
chr11	32220293	32224293	NM_001291818	Rhbdf1	-	0	0	0	0
chr11	32220293	32224293	NM_010117	Rhbdf1	-	0	0	0	0
chr11	32224505	32228505	NM_010822	Mpg	+	0	0	0	0
chr11	32265707	32269707	NM_001284359	Nprl3	-	0	0	0	0
chr11	32265707	32269707	NM_001284360	Nprl3	-	0	0	0	0
chr11	32265707	32269707	NM_181569	Nprl3	-	0	0	0	0
chr11	32265707	32269707	NR_104306	Nprl3	-	0	0	0	0
chr11	32274600	32278600	NM_010405	Hba-x	+	0	0	-1	0
chr11	32281672	32285672	NM_008218	Hba-a1	+	0	0	0	0
chr11	32281675	32285675	NM_001083955	Hba-a2	+	-1	0	0	0
chr11	32284964	32288964	NM_001033981	Hbq1b	+	0	0	0	0
chr11	32298069	32302069	NM_175000	Hbq1a	+	0	0	0	0
chr11	32345840	32349840	NM_177364	Sh3pxd2b	+	0	0	0	0
chr11	32453370	32457370	NM_001361561	Ubtd2	+	-1	1	-1	-1
chr11	32453370	32457370	NM_173784	Ubtd2	+	0	-1	1	1
chr11	32525574	32529574	NM_027031	Efcab9	-	0	0	0	0
chr11	32531266	32535266	NM_001359177	Stk10	+	0	0	0	0
chr11	32531266	32535266	NM_001359178	Stk10	+	0	0	0	0
chr11	32531266	32535266	NM_009288	Stk10	+	1	0	0	0
chr11	32640555	32644555	NM_001271347	Fbxw11	+	0	0	0	0
chr11	32640555	32644555	NM_001271348	Fbxw11	+	0	0	0	0
chr11	32640555	32644555	NM_001271349	Fbxw11	+	0	0	0	0
chr11	32640555	32644555	NM_001363353	Fbxw11	+	0	0	0	0
chr11	32640555	32644555	NM_001363354	Fbxw11	+	0	0	0	-1
chr11	32640555	32644555	NM_001363355	Fbxw11	+	0	0	0	0
chr11	32640555	32644555	NM_134015	Fbxw11	+	0	0	0	0
chr11	32822594	32826594	NM_027050	Smim23	-	0	0	0	0
chr11	32924217	32928217	NR_166841	Gm12111	-	0	0	0	0
chr11	32924217	32928217	NR_166843	Gm12111	-	0	0	0	0
chr11	32924217	32928217	NR_166845	Gm12111	-	0	0	0	0
chr11	33145400	33149400	NM_008005	Fgf18	-	0	0	0	0
chr11	33145400	33149400	NR_102395	Fgf18	-	0	0	0	0
chr11	33161206	33165206	NM_001252260	Npm1	-	0	0	0	0
chr11	33161206	33165206	NM_001252261	Npm1	-	0	0	0	0
chr11	33161206	33165206	NM_008722	Npm1	-	0	0	0	0
chr11	33201588	33205588	NM_019916	Tlx3	-	0	0	0	0
chr11	33511753	33515753	NM_001362875	Ranbp17	-	0	0	0	0
chr11	33511753	33515753	NM_023146	Ranbp17	-	1	0	0	0
chr11	33511753	33515753	NR_110973	Ranbp17	-	-1	0	0	0
chr11	33576957	33580957	NM_146017	Gabrp	-	0	0	0	0
chr11	33678682	33682682	NM_001363115	Kcnip1	-	0	0	0	0
chr11	33841686	33845686	NM_001190885	Kcnip1	-	0	0	0	0
chr11	33841686	33845686	NM_001290690	Kcnip1	-	0	0	0	0
chr11	33841686	33845686	NM_027398	Kcnip1	-	0	0	0	0
chr11	33961013	33965013	NM_031169	Kcnmb1	+	0	0	0	0
chr11	33991193	33995193	NM_001190886	Kcnip1	-	0	0	0	0
chr11	34044928	34048928	NM_010696	Lcp2	+	0	0	0	0
chr11	34096554	34100554	NR_155520	4930469K13Rik	-	0	0	0	0
chr11	34206089	34210089	NM_023907	Foxi1	-	0	0	0	0
chr11	34297742	34301742	NR_167727	4930403D09Rik	+	0	0	0	0
chr11	34297742	34301742	NR_167728	4930403D09Rik	+	0	0	0	0
chr11	34312822	34316822	NM_001025382	Insyn2b	+	0	0	0	0
chr11	34781905	34785905	NM_033374	Dock2	-	0	0	0	0
chr11	34831641	34835641	NM_027411	Spdl1	-	0	0	0	0
chr11	35119456	35123456	NM_011412	Slit3	+	0	0	0	0
chr11	35614816	35618816	NR_029799	Mir218-2	+	0	0	0	0
chr11	35767495	35771495	NM_145962	Pank3	+	0	0	0	0
chr11	35780396	35784396	NR_029754	Mir103-1	+	0	0	0	0
chr11	35796884	35800884	NM_001004147	Fbll1	-	0	0	0	0
chr11	35832528	35836528	NM_025936	Rars	-	0	0	0	0
chr11	35978527	35982527	NM_170779	Wwc1	-	0	0	0	0
chr11	36942241	36946241	NM_001290702	Tenm2	-	0	0	0	0
chr11	36942241	36946241	NM_011856	Tenm2	-	0	0	0	0
chr11	37656989	37660989	NR_131154	Gm12128	+	0	0	0	0
chr11	38518045	38522045	NR_040295	Gm12130	-	0	0	0	0
chr11	39388225	39392225	NR_126439	4930553C11Rik	-	0	0	0	0
chr11	40690682	40694682	NM_134017	Mat2b	-	0	0	0	0
chr11	40693203	40697203	NM_001199274	Mat2b	-	0	-1	0	0
chr11	40731437	40735437	NM_013552	Hmmr	-	0	0	0	0
chr11	40731661	40735661	NM_001290697	Nudcd2	+	0	0	0	0
chr11	40731661	40735661	NM_026023	Nudcd2	+	0	0	0	0
chr11	40753286	40757286	NM_009831	Ccng1	-	0	1	0	0
chr11	41998857	42002857	NM_001362655	Gabrg2	-	0	0	0	0
chr11	41998857	42002857	NM_001362656	Gabrg2	-	0	0	0	0
chr11	41998857	42002857	NM_008073	Gabrg2	-	0	0	0	0
chr11	41998857	42002857	NM_177408	Gabrg2	-	0	0	0	0
chr11	42180198	42184198	NM_001359035	Gabra1	-	0	0	0	0
chr11	42180930	42184930	NM_010250	Gabra1	-	0	0	0	0
chr11	42319072	42323072	NM_001099641	Gabra6	-	0	0	0	0
chr11	42319072	42323072	NM_001359049	Gabra6	-	0	0	0	0
chr11	42319072	42323072	NM_008068	Gabra6	-	0	0	0	0
chr11	42417707	42421707	NM_001362649	Gabrb2	+	0	0	0	0
chr11	42417707	42421707	NM_008070	Gabrb2	+	0	0	0	0
chr11	42418440	42422440	NM_001362646	Gabrb2	+	0	0	0	0
chr11	42418774	42422774	NM_001362647	Gabrb2	+	0	0	0	0
chr11	42419201	42423201	NM_001347314	Gabrb2	+	0	0	0	0
chr11	43147877	43151877	NM_176999	Atp10b	+	0	0	0	0
chr11	43372461	43376461	NR_029558	Mir146	-	0	0	0	0
chr11	43423981	43427981	NM_013917	Pttg1	-	0	0	0	0
chr11	43424251	43428251	NM_001131054	Pttg1	-	0	0	0	0
chr11	43424251	43428251	NM_001362799	Pttg1	-	0	0	0	0
chr11	43431731	43435731	NM_148673	Slu7	+	-1	1	0	0
chr11	43431731	43435731	NM_198936	Slu7	+	0	-1	0	0
chr11	43472306	43476306	NM_026979	C1qtnf2	+	0	0	0	0
chr11	43526749	43530749	NM_001045530	Ccnjl	+	-1	0	0	0
chr11	43599562	43603562	NM_008375	Fabp6	-	0	0	0	0
chr11	43679998	43683998	NM_001164231	Pwwp2a	+	0	0	-1	0
chr11	43679998	43683998	NM_001363141	Pwwp2a	+	0	0	0	0
chr11	43679998	43683998	NM_001363142	Pwwp2a	+	0	-1	0	0
chr11	43679998	43683998	NM_027557	Pwwp2a	+	0	-1	0	0
chr11	43746008	43750008	NM_133795	Ttc1	-	0	0	0	0
chr11	43834489	43838489	NM_007416	Adra1b	-	0	0	0	0
chr11	43899237	43903237	NM_001284380	Adra1b	-	0	0	0	0
chr11	43899237	43903237	NM_001284381	Adra1b	-	0	0	0	0
chr11	44398063	44402063	NM_001303244	Il12b	+	0	0	0	0
chr11	44468548	44472548	NM_024475	Ublcp1	-	0	0	-1	0
chr11	44516956	44520956	NM_028862	Rnf145	+	0	0	0	0
chr11	44517377	44521377	NM_001166553	Rnf145	+	0	0	0	0
chr11	44518289	44522289	NM_001363166	Rnf145	+	0	0	0	0
chr11	44584317	44588317	NR_126460	4930597A21Rik	+	0	0	0	0
chr11	44616100	44620100	NM_001290709	Ebf1	+	0	0	0	0
chr11	44616100	44620100	NM_001290710	Ebf1	+	0	0	0	0
chr11	44616100	44620100	NM_001290711	Ebf1	+	0	0	0	0
chr11	44616100	44620100	NM_001362571	Ebf1	+	0	0	0	0
chr11	44616100	44620100	NM_001362574	Ebf1	+	0	0	0	0
chr11	44616100	44620100	NM_001362575	Ebf1	+	0	0	0	0
chr11	44616100	44620100	NM_001362576	Ebf1	+	0	0	0	0
chr11	44616100	44620100	NM_001362577	Ebf1	+	0	0	0	0
chr11	44616100	44620100	NM_001362578	Ebf1	+	0	0	0	0
chr11	44616100	44620100	NM_001362579	Ebf1	+	0	0	0	0
chr11	44616100	44620100	NM_007897	Ebf1	+	0	0	0	0
chr11	44618228	44622228	NM_001362569	Ebf1	+	0	0	0	0
chr11	45114928	45118928	NR_045100	Gm12159	-	0	0	0	0
chr11	45806083	45810083	NR_045876	F630206G17Rik	+	0	0	0	0
chr11	45849969	45853969	NM_001045520	Clint1	+	1	1	-1	1
chr11	45849969	45853969	NM_001346760	Clint1	+	0	0	0	-1
chr11	45849969	45853969	NM_001363484	Clint1	+	0	0	0	-1
chr11	45942935	45946935	NM_028185	Lsm11	-	0	0	0	0
chr11	45953188	45957188	NM_001290737	Thg1l	-	0	0	0	0
chr11	45953503	45957503	NM_001080969	Thg1l	-	0	0	-1	0
chr11	45978310	45982310	NM_173384	Sox30	+	0	0	0	0
chr11	46052502	46056502	NM_001291890	Adam19	+	0	0	0	0
chr11	46053984	46057984	NM_001291891	Adam19	+	0	0	1	0
chr11	46053984	46057984	NM_009616	Adam19	+	0	0	0	0
chr11	46100270	46104270	NR_106177	Mir8100	+	0	0	0	0
chr11	46125904	46129904	NM_001311209	Adam19	+	0	0	0	0
chr11	46164359	46168359	NM_172524	Nipal4	-	0	0	0	0
chr11	46168087	46172087	NR_106098	Mir7239	+	0	0	0	0
chr11	46233557	46237557	NM_177075	Fndc9	+	0	0	0	0
chr11	46310358	46314358	NM_001252460	Cyfip2	-	0	0	0	0
chr11	46310358	46314358	NM_133769	Cyfip2	-	0	0	0	0
chr11	46310859	46314859	NM_001252459	Cyfip2	-	0	0	0	0
chr11	46340287	46344287	NR_152253	Gm12167	+	0	0	0	0
chr11	46387515	46391515	NM_001281965	Itk	-	0	0	0	0
chr11	46387515	46391515	NM_001281966	Itk	-	0	0	0	0
chr11	46387515	46391515	NM_001281967	Itk	-	0	0	0	0
chr11	46387515	46391515	NM_001281968	Itk	-	0	0	0	0
chr11	46387515	46391515	NM_010583	Itk	-	0	0	0	0
chr11	46402728	46406728	NM_001013783	Fam71b	+	0	0	0	0
chr11	46434947	46438947	NM_001104530	Med7	+	0	0	-1	0
chr11	46434947	46438947	NM_001104557	Med7	+	0	0	0	0
chr11	46434961	46438961	NM_001104556	Med7	+	0	0	0	0
chr11	46434961	46438961	NM_025426	Med7	+	0	1	1	0
chr11	46452931	46456931	NM_134250	Havcr2	+	0	0	0	0
chr11	46522251	46526251	NM_001163357	Gm12169	+	0	0	1	0
chr11	46569513	46573513	NM_001025435	BC053393	+	0	0	1	1
chr11	46627274	46631274	NM_001163358	Dppa1	-	0	0	1	0
chr11	46627274	46631274	NM_178247	Dppa1	-	0	0	1	0
chr11	46643006	46647006	NR_028066	Gm4926	-	0	0	1	0
chr11	46688357	46692357	NM_001161356	Timd2	-	-1	0	0	0
chr11	46696830	46700830	NM_001161355	Timd2	-	0	0	0	-1
chr11	46705104	46709104	NM_134249	Timd2	-	0	0	1	0
chr11	46738223	46742223	NM_001166632	Havcr1	+	1	1	1	0
chr11	46748511	46752511	NM_001166631	Havcr1	+	0	0	0	0
chr11	46749168	46753168	NM_134248	Havcr1	+	0	0	0	0
chr11	46808799	46812799	NM_178759	Timd4	+	0	0	0	0
chr11	47377325	47381325	NM_011891	Sgcd	-	0	0	0	0
chr11	48797403	48801403	NR_166852	Gm36109	-	0	0	0	0
chr11	48798360	48802360	NM_008143	Rack1	+	0	0	0	0
chr11	48800033	48804033	NR_028563	Snord96a	+	1	0	0	0
chr11	48801139	48805139	NR_028564	Snord95	+	0	0	-1	0
chr11	48815391	48819391	NM_145377	Trim41	-	0	0	0	0
chr11	48824138	48828138	NM_053166	Trim7	+	0	0	0	0
chr11	48835471	48839471	NM_001347446	Trim7	+	0	0	0	0
chr11	48869420	48873420	NM_001355757	Irgm1	-	0	0	0	0
chr11	48869420	48873420	NM_008326	Irgm1	-	0	0	0	0
chr11	48900152	48904152	NM_001024230	Gm5431	-	0	0	0	0
chr11	48925182	48929182	NM_001045540	Gm12185	-	0	0	0	0
chr11	48944410	48948410	NM_001281472	Psme2b	-	0	0	0	0
chr11	48977381	48981381	NM_001114679	9930111J21Rik1	-	0	0	0	0
chr11	48990246	48994246	NM_011579	Tgtp1	-	0	0	0	0
chr11	49049242	49053242	NM_173434	9930111J21Rik2	-	0	0	0	0
chr11	49062212	49066212	NM_001145164	Tgtp2	-	0	0	0	0
chr11	49074587	49078587	NM_001271677	Ifi47	+	0	0	0	0
chr11	49085017	49089017	NM_001271676	Ifi47	+	0	0	0	0
chr11	49085017	49089017	NM_008330	Ifi47	+	0	0	0	0
chr11	49111757	49115757	NM_146337	Olfr1396	-	0	0	0	0
chr11	49132173	49136173	NM_010999	Olfr56	+	0	0	0	0
chr11	49146259	49150259	NM_146877	Olfr1395	+	0	0	0	0
chr11	49158016	49162016	NM_146276	Olfr1394	+	0	0	0	0
chr11	49185089	49189089	NM_172793	Btnl9	-	0	0	0	0
chr11	49201292	49205292	NM_001024846	Zfp62	+	-1	0	0	0
chr11	49201292	49205292	NM_001362725	Zfp62	+	0	0	0	0
chr11	49201292	49205292	NM_001362726	Zfp62	+	0	0	0	0
chr11	49201292	49205292	NM_001362728	Zfp62	+	0	0	0	0
chr11	49201292	49205292	NM_001362729	Zfp62	+	0	0	0	0
chr11	49201292	49205292	NM_001362730	Zfp62	+	0	0	0	0
chr11	49201292	49205292	NM_009562	Zfp62	+	0	0	0	0
chr11	49201731	49205731	NM_001362731	Zfp62	+	0	0	0	0
chr11	49202319	49206319	NM_001362727	Zfp62	+	0	0	0	0
chr11	49242191	49246191	NM_001110148	Mgat1	+	0	0	0	0
chr11	49242191	49246191	NM_010794	Mgat1	+	0	0	0	0
chr11	49245477	49249477	NM_001110149	Mgat1	+	0	0	0	0
chr11	49248552	49252552	NM_001110150	Mgat1	+	0	0	0	0
chr11	49278150	49282150	NM_146471	Olfr1393	+	0	0	0	0
chr11	49291297	49295297	NM_146470	Olfr1392	+	0	0	0	0
chr11	49315548	49319548	NM_206822	Olfr10	+	0	0	0	0
chr11	49325413	49329413	NM_146468	Olfr1391	+	0	0	0	0
chr11	49338534	49342534	NM_147065	Olfr1390	+	0	0	0	0
chr11	49428427	49432427	NM_147066	Olfr1389	+	0	0	0	0
chr11	49441853	49445853	NM_146467	Olfr1388	+	0	0	0	0
chr11	49457681	49461681	NM_146473	Olfr1387	+	0	0	0	0
chr11	49468054	49472054	NM_001011741	Olfr1386	+	0	0	0	0
chr11	49492535	49496535	NM_001011805	Olfr1385	+	0	0	0	0
chr11	49511618	49515618	NM_146472	Olfr1384	+	0	0	0	0
chr11	49521725	49525725	NM_207574	Olfr1383	+	0	0	0	0
chr11	49533187	49537187	NM_001011790	Olfr1382	+	0	0	0	0
chr11	49549749	49553749	NM_146469	Olfr1381	+	0	0	0	0
chr11	49561923	49565923	NM_207573	Olfr1380	+	0	0	0	0
chr11	49588332	49592332	NM_001378508	1700024J04Rik	-	0	0	0	0
chr11	49607679	49611679	NM_008029	Flt4	+	0	0	0	0
chr11	49661595	49665595	NM_054037	Scgb3a1	+	0	0	0	0
chr11	49661595	49665595	NM_170727	Scgb3a1	+	0	0	0	0
chr11	49710722	49714722	NM_001290741	Cnot6	-	0	1	1	-1
chr11	49710722	49714722	NM_001363356	Cnot6	-	0	-1	1	0
chr11	49710722	49714722	NM_001363357	Cnot6	-	0	0	0	0
chr11	49710722	49714722	NM_212484	Cnot6	-	0	1	0	0
chr11	49792155	49796155	NM_013529	Gfpt2	+	0	0	0	0
chr11	49844751	49848751	NM_001163671	Mapk9	+	0	0	0	0
chr11	49844751	49848751	NM_001163672	Mapk9	+	0	0	0	0
chr11	49844751	49848751	NM_016961	Mapk9	+	0	0	0	0
chr11	49844751	49848751	NM_207692	Mapk9	+	0	0	0	0
chr11	49899835	49903835	NM_029004	Rasgef1c	+	0	0	0	0
chr11	49900161	49904161	NM_001347462	Rasgef1c	+	0	0	0	0
chr11	50023331	50027331	NM_001290749	Rnf130	+	0	1	0	0
chr11	50023331	50027331	NM_001290750	Rnf130	+	0	0	0	0
chr11	50023331	50027331	NM_021540	Rnf130	+	1	0	0	0
chr11	50067702	50071702	NR_029769	Mir340	+	0	0	0	0
chr11	50129360	50133360	NM_001290759	Tbc1d9b	+	0	0	0	0
chr11	50129360	50133360	NM_001290760	Tbc1d9b	+	0	0	0	0
chr11	50129360	50133360	NM_029745	Tbc1d9b	+	0	0	0	0
chr11	50172851	50176851	NM_026543	Mrnip	+	-1	-1	0	0
chr11	50208820	50212820	NM_001290769	Sqstm1	-	1	1	0	1
chr11	50208820	50212820	NM_011018	Sqstm1	-	0	1	1	0
chr11	50223335	50227335	NM_145926	Mgat4b	+	0	1	0	0
chr11	50230245	50234245	NR_105884	Mir6919	+	0	0	0	0
chr11	50236532	50240532	NM_001313968	Ltc4s	-	0	0	0	0
chr11	50236532	50240532	NM_008521	Ltc4s	-	0	0	0	0
chr11	50236532	50240532	NR_132732	Ltc4s	-	0	0	0	0
chr11	50236532	50240532	NR_132733	Ltc4s	-	0	0	0	0
chr11	50290336	50294336	NM_175334	Maml1	-	0	0	0	0
chr11	50323673	50327673	NM_001110499	Canx	-	0	0	0	0
chr11	50323673	50327673	NM_001110500	Canx	-	0	0	0	-1
chr11	50323673	50327673	NM_007597	Canx	-	0	0	-1	1
chr11	50355761	50359761	NM_029691	Cby3	+	0	0	0	0
chr11	50355879	50359879	NR_030529	Mir804	-	0	0	0	0
chr11	50374990	50378990	NM_001362523	Hnrnph1	+	0	0	0	0
chr11	50375678	50379678	NM_001347487	Hnrnph1	+	0	0	0	0
chr11	50375678	50379678	NM_001362522	Hnrnph1	+	0	0	0	-1
chr11	50375678	50379678	NM_001362524	Hnrnph1	+	0	0	-1	0
chr11	50375678	50379678	NM_001362527	Hnrnph1	+	-1	-1	1	0
chr11	50375678	50379678	NM_001362532	Hnrnph1	+	0	0	1	0
chr11	50375678	50379678	NM_001362534	Hnrnph1	+	1	-1	1	-1
chr11	50375678	50379678	NM_021510	Hnrnph1	+	1	0	1	0
chr11	50375797	50379797	NM_001362525	Hnrnph1	+	0	0	0	0
chr11	50375797	50379797	NM_001362528	Hnrnph1	+	0	0	0	0
chr11	50376236	50380236	NM_001362526	Hnrnph1	+	0	1	0	0
chr11	50376236	50380236	NM_001362529	Hnrnph1	+	-1	0	0	0
chr11	50376291	50380291	NM_001362530	Hnrnph1	+	0	0	-1	0
chr11	50376291	50380291	NM_001362533	Hnrnph1	+	0	0	-1	1
chr11	50429125	50433125	NM_172557	Rufy1	-	0	0	0	0
chr11	50600085	50604085	NM_175643	Adamts2	+	0	0	0	0
chr11	50756180	50760180	NR_168696	Gm51860	-	0	0	0	0
chr11	50825731	50829731	NM_013922	Zfp354c	-	0	0	0	0
chr11	50839552	50843552	NM_001290779	Zfp879	-	0	0	0	0
chr11	50839552	50843552	NM_173387	Zfp879	-	0	0	0	0
chr11	50848685	50852685	NM_173372	Grm6	+	0	0	0	0
chr11	50885501	50889501	NM_001359531	Zfp454	-	0	0	0	0
chr11	50885501	50889501	NM_172794	Zfp454	-	0	0	0	0
chr11	50885510	50889510	NM_001382449	Zfp454	-	0	0	0	0
chr11	50885510	50889510	NM_001382450	Zfp454	-	0	0	0	0
chr11	50885510	50889510	NM_001382451	Zfp454	-	0	0	-1	0
chr11	50885510	50889510	NM_001382452	Zfp454	-	0	0	0	0
chr11	50885510	50889510	NM_001382453	Zfp454	-	0	0	0	0
chr11	50885510	50889510	NM_001382454	Zfp454	-	0	0	0	0
chr11	50885510	50889510	NM_001382455	Zfp454	-	0	0	0	0
chr11	50885510	50889510	NM_001382456	Zfp454	-	0	0	0	0
chr11	50885510	50889510	NM_001382457	Zfp454	-	0	0	0	0
chr11	50914176	50918176	NM_001044697	Zfp2	-	0	0	0	0
chr11	50914176	50918176	NM_001044698	Zfp2	-	0	0	0	0
chr11	50914176	50918176	NM_001044700	Zfp2	-	0	0	0	0
chr11	50914176	50918176	NM_001294323	Zfp2	-	0	0	0	0
chr11	50914176	50918176	NM_178447	Zfp2	-	0	0	-1	0
chr11	50929635	50933635	NM_013744	Zfp354b	-	0	0	0	0
chr11	50941725	50945725	NR_168569	4933414I15Rik	-	0	0	0	0
chr11	50941725	50945725	NR_168570	4933414I15Rik	-	0	0	0	0
chr11	50951757	50955757	NM_008936	Prop1	-	0	0	0	0
chr11	50967020	50971020	NM_146910	Olfr1378	+	0	0	0	0
chr11	50982703	50986703	NM_146911	Olfr1377	+	0	0	0	0
chr11	51004974	51008974	NM_146909	Olfr51	+	0	0	0	0
chr11	51025004	51029004	NM_010997	Olfr54	+	0	0	0	0
chr11	51046109	51050109	NM_146516	Olfr1375	+	0	0	0	0
chr11	51057225	51061225	NM_001326566	Zfp354a	+	0	0	0	0
chr11	51057225	51061225	NM_009329	Zfp354a	+	0	0	0	0
chr11	51057257	51061257	NM_001347495	Zfp354a	+	0	0	0	0
chr11	51083087	51087087	NR_045865	9230009I02Rik	+	0	0	0	0
chr11	51218418	51222418	NR_110444	Platr20	-	0	0	-1	0
chr11	51218571	51222571	NM_001378501	Gm12569	+	0	0	0	0
chr11	51218571	51222571	NM_001378502	Gm12569	+	0	0	0	0
chr11	51218571	51222571	NM_001378503	Gm12569	+	0	0	0	0
chr11	51218571	51222571	NM_001378504	Gm12569	+	0	0	0	0
chr11	51261004	51265004	NM_001382322	BC049762	-	0	0	0	0
chr11	51261057	51265057	NM_001358279	BC049762	-	0	0	0	0
chr11	51261057	51265057	NM_001358280	BC049762	-	0	0	0	0
chr11	51261057	51265057	NM_001358282	BC049762	-	0	0	0	0
chr11	51261057	51265057	NM_177567	BC049762	-	0	0	0	0
chr11	51261114	51265114	NM_001304744	Clk4	+	1	0	1	0
chr11	51261114	51265114	NM_001362535	Clk4	+	0	0	0	0
chr11	51261114	51265114	NM_001362536	Clk4	+	0	0	0	-1
chr11	51261114	51265114	NM_001362538	Clk4	+	0	0	1	0
chr11	51261114	51265114	NM_001362539	Clk4	+	0	0	0	0
chr11	51261114	51265114	NM_001362540	Clk4	+	-1	0	0	1
chr11	51261114	51265114	NM_001362541	Clk4	+	0	0	0	0
chr11	51261114	51265114	NM_007714	Clk4	+	0	0	-1	-1
chr11	51261662	51265662	NM_001358281	BC049762	-	0	0	0	0
chr11	51287920	51291920	NM_153393	Col23a1	+	0	0	0	0
chr11	51582781	51586781	NM_001382821	Phykpl	+	0	0	0	0
chr11	51582781	51586781	NM_028398	Phykpl	+	0	0	0	0
chr11	51582781	51586781	NR_168564	Phykpl	+	0	0	0	0
chr11	51604881	51608881	NM_001048061	Hnrnpab	-	0	0	0	0
chr11	51604881	51608881	NM_010448	Hnrnpab	-	0	0	0	0
chr11	51617773	51621773	NM_001364736	Nhp2	+	-1	-1	0	0
chr11	51617773	51621773	NM_026631	Nhp2	+	0	0	0	0
chr11	51617773	51621773	NR_157294	Nhp2	+	-1	-1	0	0
chr11	51633896	51637896	NM_025346	Rmnd5b	-	0	0	0	0
chr11	51648954	51652954	NR_027958	D930048N14Rik	+	0	0	0	0
chr11	51649073	51653073	NM_145974	N4bp3	-	0	0	0	0
chr11	51686634	51690634	NM_025319	0610009B22Rik	-	0	0	0	0
chr11	51754834	51758834	NM_001290785	Sec24a	-	1	0	0	0
chr11	51754834	51758834	NM_175255	Sec24a	-	0	1	0	0
chr11	51761663	51765663	NM_025535	Sar1b	+	0	0	0	0
chr11	51855668	51859668	NM_001357588	Jade2	-	0	0	0	0
chr11	51855668	51859668	NM_199299	Jade2	-	0	0	0	0
chr11	51965631	51969631	NM_029976	Cdkn2aipnl	+	0	0	0	0
chr11	51998491	52002491	NM_001362686	Ube2b	-	0	0	0	-1
chr11	51998491	52002491	NM_009458	Ube2b	-	0	0	0	0
chr11	51998786	52002786	NM_001362685	Ube2b	-	1	0	0	-1
chr11	52002221	52006221	NM_001166653	Cdkl3	+	0	0	0	0
chr11	52002221	52006221	NM_001166654	Cdkl3	+	0	0	0	0
chr11	52002221	52006221	NM_001166655	Cdkl3	+	0	0	0	0
chr11	52002221	52006221	NM_001166656	Cdkl3	+	0	0	0	0
chr11	52002221	52006221	NM_001166657	Cdkl3	+	0	0	0	0
