#Chrom	Start	End	Name	Oocyte	Sperm	2cell.GG	2cell.AG	Morula.GG	Morula.AG	ICM.GG	ICM.AG	TE.GG	TE.AG
chr11	42908400	42909000	pCHM_136	0.195568	0.135545	0.531731	0.476807	0.515774	0.713349	0.736558	0.748595	0.852237	0.687184
chr11	45769600	45770200	pCHM_137	0.409184	0.497797	1.01686	0.250794	0.624547	0.380821	1.67588	1.50882	1.49028	1.74367
chr11	48744600	48745200	mCHM_64	0.354569	0.204451	0.569689	0.378332	0.884538	1.12869	1.40105	1.16206	1.64263	1.54681
chr11	51941800	51944000	pCHM_138	0.0765034	0.0566489	0.411466	0.752266	0.17422	0.543137	0.0717782	0.128295	0.0744258	0.191983
chr11	53578600	53580200	mCHM_65	0.256375	0.0531687	0.322642	0.0798197	0.409093	0.108998	0.523236	0.164274	0.566162	0.107997
chr11	53966000	53966600	pCHM_139	0.114465	0.02226	0.293572	0.320321	0.23387	0.355585	0.664066	0.959538	0.730814	0.734411
chr11	55252000	55254000	mCHM_66	0.150836	0.008507	0.529681	0.226143	0.470073	0.25929	0.420187	0.235126	0.295306	0.196449
chr11	58316100	58317600	mCHM_67	0.591844	0.034028	1.05321	0.288584	0.739903	0.189079	0.517287	0.16544	0.339338	0.161817
chr11	58708800	58709600	pCHM_140	0.04688	0.174074	0.413093	0.73972	0.209427	0.485374	0.26827	0.307692	0.294986	0.382696
chr11	67219000	67221200	mCHM_68	0.172332	0.0879701	0.31585	0.108086	0.310224	0.0785514	0.347648	0.0944983	0.306786	0.0749577
chr11	68604000	68604600	pCHM_141	0.0772739	0.00212675	0.0631034	0.510363	0.192373	0.344801	0.421351	0.378308	0.442334	0.683574
chr11	69825200	69827600	pCHM_142	0.1554	0.0567133	0.736616	0.821335	0.311221	0.32232	0.272686	0.225681	0.177299	0.334241
chr11	83217600	83218400	pCHM_143	0.0803992	0.0212675	0.332973	0.412874	0.258917	0.443219	0.349981	0.452768	0.424139	0.324961
chr11	88664600	88665200	mCHM_69	0.162439	0.0283567	0.262663	0.151991	0.375811	0.432208	0.444347	0.187417	0.336875	0.229783
chr11	89909800	89910600	pCHM_144	0.439676	0.319008	1.34066	0.775004	0.530143	0.551787	0.864965	0.441036	0.614854	0.643638
chr11	92129100	92131600	pCHM_145	0.263509	0.422214	0.251349	0.692183	0.254207	0.386756	0.380974	0.376041	0.350188	0.476782
chr11	92249400	92250000	pCHM_146	0.280967	0.095562	0.051894	0.646453	0.421778	0.551387	0.356711	0.791907	0.465839	0.947297
chr11	92862000	92862600	pCHM_147	0.366289	0.137955	0.410972	0.571992	0.475306	0.91523	0.615972	1.00365	0.991763	1.54855
chr11	94745400	94746000	pCHM_148	0.172284	0.00694738	0.157119	0.5857	1.01694	1.47625	1.04139	1.53328	1.31305	2.04176
chr11	95763400	95764200	mCHM_70	0.639385	0	1.26354	0.296085	0.596451	0.221266	0.359656	0.0412079	0.366256	0.0386706
chr11	95854800	95855400	pCHM_149	0.0789147	0.133843	0.402002	0.34927	0.370999	0.395846	0.714264	0.861018	0.665951	0.842154
chr11	99824700	99826600	pCHM_150	0.400479	0.599423	1.00511	0.504453	0.664662	0.383706	1.62841	1.29905	1.46044	1.84646
chr11	101398800	101399500	pCHM_151	0.292129	0.290938	0.178052	0.35173	0.681732	0.584503	1.20246	0.806536	1.22147	1.37499
chr11	101740000	101740600	mCHM_71	0.810321	0.0367219	0.49089	0.473736	0.405366	0.236979	0.442664	0.844308	0.490225	0.903103
chr11	103805000	103805600	pCHM_152	0.136421	0.227562	0.157118	0.870602	0.007217	0.544848	0.177935	0.374699	0.111747	0.622913
chr11	107724200	107724800	mCHM_72	0.2369	0.106337	0.357155	0.149578	0.388184	0.0673319	0.253231	0.080207	0.190938	0.0662925
chr11	108039600	108040500	mCHM_73	0.17606	0.0756178	0.349576	0.16632	0.412756	0.122123	0.560399	0.901522	0.950952	0.937812
chr11	108061800	108062800	mCHM_74	0.414607	0.0803911	0.56418	0.183442	0.472315	0.12808	0.579656	0.189609	0.449952	0.150609
chr11	114566000	114566600	mCHM_75	0.383713	0.114419	0.348347	0.108346	0.286712	0.175613	0.387699	0.476695	0.3776	0.565719
chr11	115062400	115063000	pCHM_153	0.00859467	0.14632	0.553834	0.582849	0.567926	0.489674	0.380127	0.347562	0.477403	0.397752
chr11	117898200	117899500	pCHM_154	0.207282	0.164643	0.26456	0.395893	0.104767	0.358355	0.343445	0.417137	0.40187	0.401151
chr11	118079400	118081800	mCHM_76	0.257151	0.132816	0.834594	0.302747	0.264897	0.122993	0.0985723	0.0668401	0.16407	0.0886788
chr11	118387600	118388200	mCHM_77	0.392151	0.0476392	0.656816	0.557956	0.892013	0.986461	1.49766	1.41765	1.4708	1.89936
chr11	118861600	118862200	pCHM_155	0.186192	0.148872	0.843883	0.782982	0.468604	0.555745	0.374799	0.391543	0.431903	0.490617
chr11	120116600	120117200	mCHM_78	0.206975	0.0927263	0.417217	0.147824	0.309481	0.0393421	0.353907	0.100926	0.134248	0.0298977
chr12	3108400	3109000	mCHM_79	0.200959	0.0784062	0.972811	0.351464	0.805149	0.573524	1.28944	1.69156	1.3984	2.27314
chr12	5094600	5096700	mCHM_80	0.302215	0.104434	0.67075	0.292263	0.589063	0.158424	0.31693	0.128331	0.393187	0.0994903
chr12	10832800	10833400	pCHM_156	0.292297	0.170424	0.160001	0.549732	0.367563	0.511469	0.594519	0.616255	0.480672	0.644721
chr12	10999200	11000000	pCHM_157	0.146148	0.0870904	0.056697	0.477191	0.187775	0.340242	0.271214	0.291651	0.232954	0.31976
chr12	13434400	13437400	mCHM_81	0.254526	0.181481	0.399087	0.0931436	0.339531	0.101274	0.396308	0.0837095	0.420613	0.103988
chr12	13662000	13662600	pCHM_158	0.316753	0.120799	0.0427645	0.917974	0.241262	0.601627	0.296558	0.663845	0.387655	1.18993
chr12	17215600	17216200	pCHM_159	0.319018	0.068056	0.259619	0.324377	0.224334	0.298807	0.242855	0.181802	0.10056	0.331026
chr12	17786000	17786800	mCHM_82	0.174862	0.0752869	0.451652	0.0328996	0.366982	0.0812986	0.428958	0.108681	0.262083	0.114063
chr12	18259400	18260000	mCHM_83	0.156735	0.0231107	0.568889	0.207039	0.453997	0.671367	0.968338	0.799125	0.621453	1.26504
chr12	23907000	23907600	mCHM_84	0.129311	0.187012	0.39047	0.257374	0.358282	0.501834	1.08654	1.05833	1.30048	1.28829
chr12	24084300	24085200	mCHM_85	0.403689	0.143674	0.43318	0.179479	0.276832	0.212969	1.18913	0.814633	1.13556	1.14877
chr12	24141200	24141800	pCHM_160	0.156267	0.244716	0.274194	0.489747	0.405367	0.51858	1.12931	1.17516	1.10074	1.17982
chr12	32926600	32927200	pCHM_161	0.326832	0	0.329127	0.533722	0.323142	0.339639	0.238509	0.0993243	0.146315	0.338535
chr12	33364200	33365600	mCHM_86	0.133139	0.0486114	0.52489	0.129338	0.419409	0.0786538	0.295717	0.0869683	0.262299	0.0744019
chr12	37602800	37603400	pCHM_162	0.270419	0.35885	0.0320333	0.277113	0.0715686	0.346064	0.357693	0.377105	0.318774	0.714768
chr12	38048000	38049200	pCHM_163	0.41231	0.514242	0.683322	0.409256	0.671846	0.440695	1.36018	1.35161	1.21431	1.86571
chr12	42598600	42599200	mCHM_87	0.444422	0.330067	0.305745	0.418577	0.449702	0.414199	0.883508	0.520408	0.596691	0.402372
chr12	42666600	42667200	pCHM_164	0.0946976	0.262863	0.204524	0.285777	0.188765	0.22746	0.483327	0.194367	0.407263	0.506217
chr12	43567600	43571000	pCHM_165	0.224718	0.326115	0.214803	0.682202	0.191675	0.378867	0.346418	0.385464	0.236762	0.33643
chr12	46252400	46255000	pCHM_166	0.108075	0.293259	0.170017	0.469839	0.135217	0.393164	0.262033	0.227293	0.306319	0.351024
chr12	47329400	47331200	pCHM_167	0.12793	0.272079	0.135816	0.578243	0.135837	0.274909	0.322685	0.278139	0.304234	0.288854
chr12	47983600	47984200	pCHM_168	0.14189	0.336589	0.214296	0.482947	0.115646	0.304083	0.25239	0.344086	0.20112	0.202197
chr12	48554600	48555200	pCHM_169	0.0803211	0.0795405	0.103785	0.19739	0.220124	0.368202	0.396673	0.384324	0.357741	0.59475
chr12	54565200	54565800	mCHM_88	0.276748	0.242307	0.256256	0.155391	0.319877	0.296741	0.387839	0.497282	0.470113	0.714914
chr12	56644000	56646000	pCHM_170	0.0623504	0.222287	0.01922	0.234335	0.0813211	0.30258	0.142516	0.20529	0.0755708	0.239128
chr12	58601600	58602200	pCHM_171	0.276358	0.0301998	0.845644	0.678145	0.516117	0.434272	1.24485	1.09656	1.27509	1.47373
chr12	58770000	58770600	pCHM_172	0.357538	0.341268	0.373814	0.574734	0.517061	0.492772	0.864579	0.866766	1.10942	1.2337
chr12	58863600	58864200	mCHM_89	0.522087	0.336449	0.562642	0.439413	0.608137	0.463522	0.991615	0.463461	0.792279	0.869595
chr12	59652000	59652600	mCHM_90	0.113918	0.108039	0.332974	0.0932112	0.314121	0.2231	0.435653	0.366144	0.488591	0.548389
chr12	61628600	61629200	pCHM_173	0.275733	0.270378	1.39531	0.645796	0.77207	0.701419	0.717348	0.429774	0.703032	0.651221
chr12	66200800	66201800	pCHM_174	0.086353	0.274179	0.116949	0.81917	0.191823	0.569991	0.240359	0.775438	0.17143	0.493766
chr12	68701000	68701600	mCHM_91	0.13728	0.115837	0.502422	0.146396	0.404336	0.407661	0.508847	0.523749	0.659291	0.575686
chr12	74125800	74126600	mCHM_92	0.280518	0.169289	0.427145	0.13883	0.682478	0.0950622	1.54957	0.15891	1.27826	0.273074
chr12	74367200	74367800	pCHM_175	0.0625067	0.288951	0.224225	0.538984	0.206291	0.365105	0.234302	0.178192	0.274026	0.342291
chr12	74807600	74808400	pCHM_176	0.126342	0.238619	0.602641	0.393217	0.437479	0.53527	0.676511	0.767778	0.724872	1.02222
chr12	80168000	80172000	mCHM_93	0.221033	0.0271382	0.661981	0.162473	0.513515	0.0975284	0.473441	0.119559	0.358347	0.0439324
chr12	81372200	81373300	mCHM_94	0.254303	0.108271	0.779689	0.169457	0.487771	0.166615	0.531319	0.258776	0.666636	0.243424
chr12	81772600	81773200	mCHM_95	0.458174	0.0567133	0.308629	0.15857	0.201825	0.0341806	0.184525	0.0267367	0.20112	0.0866567
chr12	82565600	82566600	pCHM_177	0.04688	0.195575	0.264361	0.685339	0.469532	0.388092	0.47525	0.553747	0.864305	0.76916
chr12	84994000	84994600	pCHM_178	0.0907128	0.112576	0.116277	0.308477	0.609942	0.761869	0.972405	1.0471	1.14235	1.93316
chr12	85519000	85519600	pCHM_179	0.0618816	0.053027	0.614694	0.879484	0.422378	0.554712	0.38812	0.300507	0.450128	0.642555
chr12	90476600	90477200	pCHM_180	0.0828213	0.280588	0.192192	0.515628	0.0539557	0.591877	0.370312	0.575349	0.354974	0.743654
chr12	91811400	91812000	mCHM_96	0.274873	0.0894653	0.271471	0.295975	0.26506	0.28917	0.311702	0.209338	0.194081	0.115109
chr12	95249200	95249800	pCHM_181	0.448329	0.527851	1.57918	0.984211	0.26386	0.318306	0.842282	0.818242	1.02206	1.36657
chr12	96138800	96141600	pCHM_182	0.104818	0.314208	0.19813	0.759624	0.17158	0.499679	0.431136	0.360587	0.413432	0.411121
chr12	96865000	96865600	pCHM_183	0.0828995	0.378131	0.467987	1.00669	0.356738	0.588664	0.514876	0.641921	0.475644	0.599515
chr12	98612800	98613800	pCHM_184	0.095307	0.068056	0.34412	0.687905	0.329208	0.593665	0.709132	0.569147	0.536229	0.410143
chr12	99148000	99148800	pCHM_185	0.580199	0.523705	0.762402	0.619148	0.73055	0.535873	1.45451	1.14685	1.9149	1.9112
chr12	99732800	99733400	mCHM_97	0.106418	0.0703245	0.101864	0.0814792	0.276316	0.261296	0.361198	0.380715	0.33612	0.362366
chr12	99817800	99818400	mCHM_98	0.209319	0.13512	0.28989	0.139489	0.228116	0.0917642	0.238509	0.0534733	0.111999	0.19411
chr12	104567100	104568600	mCHM_99	0.249027	0.0900041	0.398031	0.206075	0.253256	0.137967	0.292941	0.139024	0.259142	0.0462173
chr12	109264800	109265400	mCHM_100	0.503335	0.319153	1.0838	1.23117	0.953102	1.18479	1.51028	1.34052	1.52473	1.60978
chr12	109526400	109528800	pCHM_186	0.0598359	0.106905	0.024025	0.750522	0.0537409	0.981127	0.0745602	1.6458	0.0898755	1.65391
chr12	109870300	109871600	mCHM_101	0.200682	0.056408	0.451726	0.22138	0.334093	0.207634	0.507693	0.455265	0.648198	0.815901
chr12	112020100	112021200	mCHM_102	0.203459	0.287456	0.444662	0.354106	0.831246	0.928795	1.43978	1.99364	1.70495	2.43638
chr12	113127400	113128000	mCHM_103	0.248308	0.030767	0.944463	0.368462	0.819068	0.42544	0.513894	0.0511995	0.408648	0.312683
chr12	119772600	119773200	pCHM_187	0.168534	0.360835	0.0885702	0.686699	0.172611	0.377035	0.234723	0.402905	0.0819564	0.411328
chr13	3102500	3103500	pCHM_188	0.201865	0.255378	0.487111	0.599277	0.373645	0.339365	0.700551	0.674458	0.671911	0.84663
chr13	3138600	3140000	mCHM_104	0.288078	0.338453	0.493727	0.118387	0.361008	0.084947	0.308336	0.128274	0.234987	0.0866574
chr13	3162700	3163300	pCHM_189	0.102745	0.326949	0.338577	0.327339	0.278551	0.422918	0.236546	0.217895	0.307962	0.286686
chr13	6184000	6184800	pCHM_190	0.154821	0.376323	0.0480499	0.321005	0.260593	0.419906	0.594694	0.433818	0.717144	0.69065
chr13	6846200	6846800	pCHM_191	0.0664915	0.0866296	0.0568587	0.476697	0.276402	0.546913	0.366526	0.642456	0.394316	0.657721
chr13	8441400	8442000	pCHM_192	0.199787	0.482764	0.0960967	0.59579	0.209642	0.390913	0.402562	0.45798	0.354975	0.517915
chr13	10301800	10302400	pCHM_193	0.305267	0.420948	0.252093	0.571773	0.260336	0.54519	0.457106	0.336601	0.289862	0.776872
chr13	12956200	12957000	mCHM_105	0.48304	1.01009	1.39135	0.500877	1.04398	1.02787	1.04332	0.791338	1.2053	1.06284
chr13	13047000	13047600	mCHM_106	0.219555	0.437538	0.311832	0.424718	0.575917	0.481531	0.98965	0.827332	0.903522	1.17477
chr13	14400800	14402600	pCHM_194	0.265445	0.38574	0.288342	0.784042	0.391763	0.599065	0.479588	0.688574	0.445644	0.553492
chr13	14781200	14782700	pCHM_195	0.112137	0.282089	0.24402	0.659678	0.170567	0.501765	0.261308	0.420443	0.252455	0.287468
chr13	14852000	14852600	pCHM_196	0.184317	0.220898	0.158078	0.749974	0.192288	0.59073	0.311702	0.46453	0.161525	0.577418
chr13	15887000	15887600	pCHM_197	0.423248	0.105061	0.204043	0.408159	0.723526	0.814978	1.07547	0.6851	0.598451	1.23384
chr13	16622000	16622600	pCHM_198	0.233541	0.155678	0.246006	0.7219	0.351065	0.524774	0.649063	0.783219	0.871469	0.897325
chr13	17821000	17821600	pCHM_199	0.123216	0.119665	0.915155	0.3689	1.041	1.0788	0.858689	0.983199	1.05713	1.15556
chr13	18045600	18046200	mCHM_107	0.394495	0.192966	0.399119	0.47582	1.12571	0.920735	0.923188	1.29908	1.44277	1.52732
chr13	18740600	18741200	pCHM_200	0.407465	0.169715	0.116757	0.767849	0.347715	0.582701	0.223505	0.458247	0.326819	0.818323
chr13	19439000	19439600	pCHM_201	0.287296	0.139373	0.181621	0.312096	0.115559	0.170796	0.838776	0.380448	0.865687	0.534669
chr13	21650400	21652400	pCHM_202	0.0430124	0.146618	0.105899	0.638557	0.0783304	0.27278	0.289996	0.272302	0.20812	0.332673
chr13	22173600	22174200	pCHM_203	0.157204	0.0431021	0.229189	0.382499	0.269013	0.473157	0.394009	0.67093	0.584624	0.556188
chr13	22282900	22283600	pCHM_204	0.298827	0.119706	0.104607	0.350697	0.348194	0.542227	0.768708	0.83392	0.87788	1.01165
chr13	23329200	23329800	pCHM_205	0.135718	0.452709	0.173134	0.269108	0.144688	0.320829	0.50478	0.500623	0.435545	0.288854
chr13	23375600	23376200	pCHM_206	0.115872	0.150574	0.0139345	0.285118	0.106709	0.282977	0.398636	0.414935	0.553326	0.477765
chr13	29541800	29542400	mCHM_108	0.34324	0.0567133	0.461421	0.370108	0.542408	0.490477	1.09916	1.34573	1.42228	1.00232
chr13	31738400	31739000	pCHM_207	0.265575	0.306676	0.477597	0.40114	0.487593	0.514565	0.613588	0.665448	0.599333	1.13895
chr13	33853000	33853600	mCHM_109	0.336364	0.204735	0.972491	0.39138	0.639841	1.2216	0.684678	0.935477	1.12915	1.61166
chr13	33882800	33883400	mCHM_110	0.224711	0.173117	0.756756	0.433052	0.55418	0.623536	1.06944	1.06648	1.47721	1.57137
chr13	34140400	34142000	pCHM_208	0.225346	0.26648	0.094356	0.657721	0.178399	0.393882	0.424173	0.351757	0.441062	0.494427
chr13	34470600	34471400	pCHM_209	0.155056	0.0576349	0.164924	0.433024	0.322003	0.424809	0.326004	0.31772	0.443654	0.456787
chr13	36828200	36828800	pCHM_210	0.0765707	0.269385	0.132774	0.555763	0.0859187	0.261183	0.0565073	0.287006	0.148829	0.293764
chr13	41058200	41058800	pCHM_211	0.288937	0.184601	0.202762	0.747561	0.222531	0.545421	0.557081	0.743515	0.654011	0.614682
chr13	41311600	41312200	mCHM_111	0.399496	0.0283567	0.384545	0.0611922	0.315752	0.373594	0.556099	0.663977	0.765003	0.573087
chr13	41787400	41788000	pCHM_212	0.263934	0.161633	0.231271	0.711263	0.257327	0.489789	0.344232	0.176188	0.203257	0.443534
chr13	41930600	41931200	pCHM_213	0.130717	0.233941	0.157599	0.266805	0.391619	0.447922	0.860932	1.32474	0.881401	1.29306
chr13	42156600	42159100	mCHM_112	0.212695	0.0204168	0.395262	0.107407	0.30618	0.0566276	0.200465	0.306486	0.1652	0.364614
chr13	45566600	45568000	mCHM_113	0.183937	0.0525611	0.570124	0.112794	0.483774	0.175793	0.186949	0.0773991	0.14847	0.110673
chr13	47009200	47011400	mCHM_114	0.485734	0.0549862	0.949298	0.160723	0.849546	0.14678	1.53553	0.260489	1.38987	0.383886
chr13	48585800	48587200	mCHM_115	0.253319	0.0607643	0.324461	0.076842	0.363475	0.199784	0.335198	0.0572906	0.400261	0.0618973
chr13	51086600	51087200	pCHM_214	0.194786	0.219905	0.144306	0.397631	0.160668	0.317503	0.294175	0.499019	0.288228	0.336082
chr13	52905700	52908000	mCHM_116	0.270814	0.0473063	0.193196	0.127417	0.2174	0.138215	0.202424	0.187649	0.240588	0.119021
chr13	53555800	53558000	pCHM_215	0.123512	0.0820152	0.415397	0.496705	0.350129	0.502689	0.417247	0.40395	0.555669	0.515564
chr13	64931800	64932600	pCHM_216	0.0593032	0.106657	0.166608	0.282515	0.210718	0.18023	0.251128	0.376971	0.330432	0.382477
chr13	65323800	65324600	pCHM_217	0.300794	0.147064	0.232192	0.320265	0.35287	0.490707	0.508671	0.571072	0.489658	0.538243
chr13	66473000	66473600	pCHM_218	0.32105	1.79821	0.482562	1.62979	0.503486	1.03624	0.80653	0.773325	0.892965	0.852986
chr13	71381200	71382000	pCHM_219	0.567248	0.405884	1.38811	0.951175	0.609211	0.47376	1.09338	0.681858	0.740617	0.624791
chr13	74417600	74419200	pCHM_220	0.115559	0.315553	0.0693094	0.432819	0.104746	0.388763	0.473074	0.758554	0.636963	1.04849
chr13	76478000	76478600	pCHM_221	0.12642	0	0.220701	0.292686	0.142024	0.354666	0.409853	0.308261	0.281817	0.37031
chr13	78261000	78261600	pCHM_222	0.206741	0.256483	0.49025	0.347078	0.27855	0.624109	0.670658	0.5688	0.958328	0.570197
chr13	84536800	84538400	pCHM_223	0.144244	0.377547	0.144145	0.633869	0.145632	0.410743	0.128719	0.358875	0.148389	0.34657
chr13	85329200	85330200	pCHM_224	0.202662	0.337298	0.172974	0.586644	0.333229	0.82725	0.733952	0.952774	0.781719	1.12904
chr13	86305500	86306100	pCHM_225	0.146422	0.184318	0.54118	0.574077	0.400641	0.500456	0.265009	0.597673	0.504931	0.366844
chr13	96707800	96708600	pCHM_226	0.113743	0.3155	0.132493	0.711509	0.140605	0.609169	0.131558	0.473921	0.250865	0.246644
chr13	99324200	99324800	mCHM_117	0.0507867	0.0283567	0.616295	0.28172	0.322368	0.269442	0.325022	0.506639	0.415057	0.658876
chr13	100223900	100225200	pCHM_227	0.166965	0.229164	0.192192	0.595865	0.386715	0.678593	0.809073	1.10543	1.03928	1.69706
chr13	102736600	102737800	mCHM_118	0.209046	0.0141783	0.502982	0.0963929	0.249982	0.01147	0.139726	0.16302	0.29269	0.121247
chr13	107432000	107433000	pCHM_228	0.399558	0.238876	1.59097	0.927669	0.604802	0.559805	0.905999	0.673735	0.916193	0.633456
chr13	110020000	110020600	mCHM_119	0.407622	0.115553	0.442522	0.198158	0.219695	0.0860303	0.743148	0.672533	0.833256	1.12335
chr13	111755400	111756100	mCHM_120	0.28637	0.0486114	0.627918	0.193067	0.286699	0.143055	0.592996	0.365857	0.433122	0.231495
chr13	112349600	112350200	pCHM_229	0.164158	0.0769883	0.758037	0.758527	0.474016	0.422686	0.480102	0.246768	0.302811	0.498417
chr13	116837000	116837600	mCHM_121	0.368321	0.159363	0.602202	0.575941	0.385948	0.55735	1.15679	0.824657	1.18245	1.06919
chr14	3278200	3280200	pCHM_230	0.306689	0.384129	0.893116	0.695603	0.458783	0.721126	0.640482	0.967131	0.874486	1.26592
chr14	5993400	5994200	pCHM_231	0.625379	0.186941	1.52252	0.695801	0.599415	0.559443	0.582285	0.424393	0.564891	0.396019
chr14	6235800	6236500	pCHM_232	0.786379	0.516851	1.35234	0.779598	0.611255	0.548912	1.04682	0.611747	0.731458	0.607088
chr14	10274200	10274800	pCHM_233	0.230493	0.145895	0.146068	0.783311	0.475306	0.561594	0.31044	0.645797	0.329459	0.477042
chr14	10954800	10955400	pCHM_234	0.273154	0.239755	0.326727	0.45049	0.289205	0.303968	0.44028	0.542197	0.42348	0.306039
chr14	13933000	13934000	pCHM_235	0.151469	0.0817523	0.168169	0.989979	0.245384	0.607844	0.545583	0.746884	0.841529	1.25704
chr14	14243400	14244400	pCHM_236	0.176316	0.191152	0.152313	0.471367	0.4419	0.785957	0.440336	1.16917	1.02563	1.46926
chr14	14248400	14249200	pCHM_237	0.115032	0.394506	0.120961	0.332027	0.489676	0.700014	0.470813	0.635136	0.500122	0.923105
chr14	14582200	14582800	pCHM_238	0.106183	0.308802	0.0648667	0.637023	0.332422	0.302706	0.47253	0.650476	0.592793	0.715346
chr14	16907600	16908200	pCHM_239	0.337067	0.24727	0.171051	0.349709	0.175189	0.35352	0.622282	0.417743	0.435043	0.3615
chr14	17005600	17006400	pCHM_240	0.149723	0.207677	0.0725535	0.31089	0.174436	0.199156	0.381109	0.313708	0.197787	0.341858
chr14	17320600	17321200	pCHM_241	0.188536	0.0567133	0.253213	0.379318	0.102243	0.490822	0.223505	0.564119	0.269878	0.549833
chr14	25531800	25532400	mCHM_122	0.0352381	0.0283567	0.543903	0.0938713	0.405626	0.114705	0.259821	0.0711179	0.173969	0
chr14	27576800	27577400	mCHM_123	0.620066	0.32624	0.926527	0.753702	0.605215	0.69947	0.60181	0.603422	0.44887	0.535535
chr14	32863400	32864000	pCHM_242	0.29175	0.0389904	1.13425	0.971271	0.831698	0.733995	0.317591	0.432848	0.463452	0.44368
chr14	37942800	37943600	pCHM_243	0.234107	0.26148	0.294895	0.452846	0.163547	0.578542	0.87811	0.917663	0.725628	0.711556
chr14	44223200	44223800	pCHM_244	0.11134	0.0283567	0.133574	0.304639	0.15285	0.411216	0.40102	0.544871	0.315379	0.675052
chr14	52874400	52875000	mCHM_124	0.186739	0	0.564244	0.354863	0.513797	0.320369	0.529598	0.668789	0.545784	0.563844
chr14	53895800	53896400	pCHM_245	0.0312533	0.165461	0.556236	0.183354	0.339896	0.414657	0.321797	0.700738	0.630253	0.973438
chr14	60759200	60762000	mCHM_125	0.134828	0.0364586	0.554131	0.16381	0.361323	0.110337	0.203985	0.221943	0.271617	0.191201
chr14	62952800	62953400	mCHM_126	0.335192	0.0567133	0.311991	0.110867	0.457004	0.123766	0.316469	0.0267367	0.317893	0.111787
chr14	63462100	63462800	mCHM_127	0.520033	0.104515	0.42749	0.5056	0.404827	0.316585	0.859209	0.346722	0.615959	0.130605
chr14	68120200	68122000	pCHM_246	0.0591469	0.158797	0.530396	0.673869	0.284193	0.624261	0.258186	0.783619	0.222698	0.848412
chr14	68811400	68813200	pCHM_247	0.13215	0.398028	0.308362	0.748987	0.129794	0.597459	0.254914	0.34529	0.284374	0.407814
chr14	69244400	69245400	mCHM_128	0.105668	0.0318162	0.881296	0.181796	0.355088	0.0998621	0.366975	0.143089	0.312388	0.103988
chr14	72037400	72038200	pCHM_248	0.18752	0.251486	0.214416	0.712991	0.201501	0.667755	0.37848	0.33386	0.320532	0.33146
chr14	72442800	72443400	pCHM_249	0.0717264	0.0876221	0.851411	1.00647	0.336546	0.597727	0.148489	0.334596	0.0888699	0.361211
chr14	82893200	82894000	pCHM_250	0.230708	0.247977	0.321201	0.600478	0.26375	0.58164	0.919439	0.555231	0.85318	0.581029
chr14	90345400	90346200	mCHM_129	0.23106	0.051361	0.8818	0.296333	0.407321	0.253526	0.550946	0.3106	0.402268	0.448878
chr14	91819000	91819600	pCHM_251	0.264013	0.362394	0.183543	0.611033	0.359915	0.462605	0.544882	0.508109	0.491733	0.576698
chr14	92410000	92412400	pCHM_252	0.112972	0.27052	0.201922	0.657886	0.163743	0.352602	0.160723	0.340477	0.209982	0.278311
chr14	97116400	97117200	pCHM_253	0.158279	0.228837	0.251652	0.228727	0.160839	0.315725	0.35587	0.397724	0.212965	0.364932
chr14	99649200	99649800	pCHM_254	0.201115	0.128456	0.0640655	0.260664	0.081449	0.493804	0.325303	0.450494	0.326692	0.619158
chr14	101198200	101198800	pCHM_255	0.0312533	0.217921	0.111793	0.730126	0.164019	0.470403	0	0.337536	0.135882	0.48022
chr14	102131000	102131600	pCHM_256	0.102745	0.336589	0.157758	0.521768	0.357682	0.714266	0.350401	0.691381	0.54352	0.661332
chr14	104986800	104987400	pCHM_257	0.267997	0.233375	1.13441	0.665315	0.425903	0.740763	0.521606	0.403306	0.623968	0.630567
chr14	106003600	106005400	pCHM_258	0.105246	0.176518	0.161709	0.442628	0.13449	0.237248	0.42523	0.279744	0.245743	0.370358
chr14	107465600	107466200	pCHM_259	0.0265653	0.308235	0.276756	0.635377	0.232755	0.341246	0.159847	0.186078	0.0952806	0.247403
chr14	108647500	108650000	pCHM_260	0.171568	0.356473	0.2432	0.440232	0.238925	0.310942	0.766391	0.592599	0.750029	0.671828
chr14	109011000	109012600	pCHM_261	0.121917	0.272221	0.18901	0.553309	0.247222	0.432724	0.235879	0.369001	0.33557	0.383399
chr14	110553000	110553600	mCHM_130	0.363711	0.193958	0.775014	0.348394	0.366445	0.323926	0.701787	0.481107	0.508577	0.588973
chr14	112083000	112083800	pCHM_262	0.133139	0.273603	0.144145	0.166384	0.233205	0.285185	0.219053	0.300173	0.234085	0.530444
chr14	112216000	112216600	pCHM_263	0.190802	0.231816	0.111312	0.315606	0.378733	0.529707	0.665188	0.771722	0.542263	1.19037
chr14	112396000	112397000	pCHM_264	0.30847	0.325218	0.24985	0.476961	0.31266	0.607637	0.779551	0.890854	0.613838	1.04421
chr14	118489000	118490600	mCHM_131	0.182539	0.0685345	0.123725	0.0408356	0.251764	0.138678	0.336047	0.202773	0.581482	0.379609
chr14	118515200	118515800	mCHM_132	0.166893	0.0707499	0.311191	0.106152	0.231036	0.137073	0.286603	0.053739	0.207531	0.0905584
chr14	118879000	118880900	mCHM_133	0.356732	0.0852938	0.346805	0.10718	0.390245	0.15304	0.337981	0.19963	0.511462	0.237849
